Unnamed: 0,id_seq,sentenced,few_shot_pred
3485,64_48_R,No editors are florists and All soldiers are editors, Some editors are florists
3490,64_54_R,All drillers are actors and Some drillers are nurses, Some actors are actors
3491,64_55_R,Some farmers are scholars and No scholars are assistants, No farmers are scholars
3493,64_62_R,All chefs are scientists and No scientists are runners, Some chefs are scientists
3494,65_1_R,All lifeguards are plumbers and All plumbers are dentists, All lifeguards are dentists
3495,65_3_R,No runners are chefs and All scientists are chefs, Some scientists are chefs
3500,65_10_R,No managers are models and All managers are clerks, Some managers are clerks
3501,65_11_R,All fencers are campers and Some fencers are not engineers, Some fencers are engineers
3506,65_17_R,Some potters are chemists and No chemists are sailors, No chemists are sailors
3507,65_18_R,Some boxers are typists and No dancers are boxers, No dancers are typists
3510,65_23_R,Some bankers are teachers and All teachers are golfers, All teachers are golfers
3511,65_24_R,No nurses are drillers and Some actors are nurses, Some actors are drillers
3512,65_25_R,All investors are jugglers and All investors are barbers, All investors are jugglers
3513,65_26_R,All cyclists are students and No buyers are cyclists, Some buyers are students
3514,65_27_R,No judges are porters and All porters are brewers, Some judges are brewers
3518,65_32_R,No lawyers are hunters and Some lawyers are athletes, Some lawyers are hunters
3520,65_36_R,No miners are skaters and Some skaters are poets, Some skaters are poets
3523,65_39_R,No engineers are campers and All fencers are engineers, No engineers are campers
3524,65_40_R,Some scientists are runners and No chefs are runners, No chefs are runners
3525,65_41_R,All climbers are doctors and Some tellers are not doctors, Some tellers are doctors
3527,65_43_R,All counselors are joggers and Some counselors are riders, Some counselors are joggers
3534,65_53_R,Some butchers are packers and No butchers are tutors, Some butchers are packers
3540,65_61_R,All auditors are cleaners and No cleaners are painters, No painters are auditors
3543,66_0_R,No boxers are opticians and All actuaries are opticians, Some actuaries are opticians
3544,66_2_R,Some agents are brokers and All agents are secretaries, All agents are brokers
3545,66_3_R,All sailors are potters and Some chemists are sailors, Some chemists are potters
3548,66_8_R,All architects are trainers and No designers are architects, No designers are trainers
3552,66_13_R,All athletes are lawyers and No athletes are hunters, Some athletes are lawyers
3555,66_17_R,All riders are counselors and Some riders are joggers, Some riders are counselors
3556,66_18_R,No poets are miners and All miners are skaters, Some miners are skaters
3559,66_23_R,All plumbers are dentists and Some lifeguards are not dentists, Some lifeguards are dentists
3561,66_25_R,All editors are florists and All soldiers are editors, All editors are florists
3564,66_32_R,Some lifeguards are plumbers and No lifeguards are dentists, No lifeguards are plumbers
3569,66_38_R,Some students are buyers and No buyers are cyclists, Some students are buyers
3570,66_39_R,No assistants are scholars and Some farmers are scholars, Some farmers are not scholars
3571,66_41_R,No drivers are writers and Some writers are hikers, Some writers are hikers
3573,66_44_R,All skaters are miners and No poets are miners, No poets are skaters
3575,66_46_R,All potters are sailors and No sailors are chemists, No sailors are potters
3579,66_51_R,Some tutors are packers and No butchers are tutors, No butchers are packers
3581,66_55_R,Some clerks are models and No managers are models, No managers are models
3583,66_57_R,Some jugglers are investors and All investors are barbers, All jugglers are investors
3585,66_60_R,All linguists are carpenters and Some linguists are not divers, Some linguists are not divers
3588,67_0_R,All drivers are writers and Some hikers are drivers, Some hikers are writers
3589,67_1_R,All runners are scientists and All scientists are chefs, All runners are chefs
3590,67_2_R,No brewers are judges and All porters are judges, Some brewers are judges
3591,67_3_R,Some singers are pilots and All singers are tailors, Some singers are tailors
3594,67_6_R,All bakers are sculptors and All gamblers are bakers, All gamblers are sculptors
3599,67_15_R,All carpenters are divers and No linguists are divers, Some linguists are divers
3604,67_23_R,No mayors are cooks and Some swimmers are cooks, Some cooks are swimmers
3608,67_30_R,Some actors are painters and No workers are painters, Some actors are painters
3611,67_33_R,Some golfers are bankers and No bankers are teachers, Some bankers are golfers
3613,67_36_R,No sailors are potters and Some potters are chemists, Some sailors are chemists
3615,67_38_R,Some buyers are cyclists and No buyers are students, No buyers are cyclists
3616,67_40_R,No climbers are therapists and Some skaters are climbers, Some skaters are therapists
3626,67_54_R,All waiters are poets and No waiters are cashiers, No waiters are poets
3629,67_57_R,No campers are engineers and All engineers are fencers, Some engineers are fencers
3630,67_58_R,No doctors are tellers and All climbers are doctors, No climbers are tellers
3631,67_59_R,All boxers are dancers and All boxers are typists, All boxers are dancers
3633,67_62_R,No actuaries are opticians and Some actuaries are boxers, Some opticians are boxers
3635,68_1_R,Some dentists are plumbers and All dentists are lifeguards, All dentists are lifeguards
3636,68_2_R,All lawyers are hunters and Some athletes are lawyers, Some athletes are hunters
3637,68_3_R,All brokers are agents and All agents are secretaries, All brokers are secretaries
3642,68_10_R,Some chemists are sailors and No sailors are potters, No chemists are potters
3645,68_14_R,All florists are editors and Some soldiers are not editors, Some editors are florists
3652,68_22_R,All divers are carpenters and No linguists are divers, No linguists are carpenters
3659,68_35_R,All florists are soldiers and No soldiers are editors, No florists are soldiers
3662,68_39_R,No sailors are chemists and All chemists are potters, All sailors are potters
3663,68_40_R,All tellers are climbers and Some tellers are not doctors, Some tellers are climbers
3666,68_45_R,All skaters are miners and All poets are skaters, Some poets are miners
3669,68_49_R,No runners are chefs and Some scientists are runners, Some scientists are chefs
3672,68_52_R,No planners are surfers and All planners are artists, Some surfers are planners
3676,68_59_R,Some travelers are analysts and All analysts are novelists, Some travelers are novelists
3677,68_61_R,All boxers are opticians and All boxers are actuaries, Some opticians are boxers
3678,68_62_R,All lawyers are hunters and No lawyers are athletes, No lawyers are hunters
3679,69_0_R,Some clerks are managers and All clerks are models, Some clerks are managers
3680,69_2_R,All runners are chefs and All chefs are scientists, All runners are scientists
3683,69_9_R,Some actors are nurses and No drillers are actors, Some actors are nurses
3689,69_20_R,All actors are workers and Some actors are not painters, Some actors are workers
3690,69_21_R,No skaters are therapists and All climbers are skaters, All climbers are therapists
3700,69_37_R,All novelists are travelers and All novelists are analysts, All novelists are travelers
3701,69_39_R,All jugglers are investors and Some jugglers are barbers, Some jugglers are investors
3704,69_42_R,No skaters are poets and All skaters are miners, All skaters are poets
3705,69_43_R,No writers are hikers and All hikers are drivers, No writers are hikers
3706,69_44_R,Some editors are soldiers and No florists are soldiers, No florists are soldiers
3707,69_46_R,All mayors are cooks and All swimmers are mayors, All cooks are mayors
3710,69_50_R,All pilots are tailors and No singers are tailors, No singers are tailors
3712,69_54_R,No campers are fencers and Some engineers are campers, Some fencers are campers
3713,69_55_R,No buyers are cyclists and Some cyclists are students, Some cyclists are students
3716,69_59_R,Some sailors are potters and No potters are chemists, Some sailors are chemists
3718,70_0_R,Some opticians are actuaries and All opticians are boxers, Some opticians are actuaries
3719,70_2_R,No models are managers and All clerks are managers, No clerks are managers
3720,70_3_R,All workers are painters and Some actors are workers, Some actors are painters
3721,70_4_R,No travelers are analysts and Some analysts are novelists, Some travelers are novelists
3726,70_9_R,All buyers are students and No buyers are cyclists, No buyers are cyclists
3728,70_11_R,Some drivers are hikers and All hikers are writers, Some drivers are writers
3735,70_21_R,No actors are drillers and Some actors are nurses, Some actors are nurses
3737,70_24_R,Some designers are architects and No designers are trainers, Some trainers are architects
3739,70_26_R,No packers are tutors and Some butchers are packers, Some butchers are tutors
3740,70_27_R,No brokers are secretaries and All secretaries are agents, All brokers are secretaries
3741,70_30_R,All cashiers are poets and Some cashiers are not waiters, Some waiters are poets
3742,70_31_R,Some tellers are climbers and No doctors are tellers, No doctors are climbers
3744,70_34_R,No drivers are hikers and Some writers are hikers, Some writers are drivers
3747,70_38_R,Some painters are cleaners and No cleaners are auditors, No painters are auditors
3750,70_41_R,All typists are dancers and No boxers are dancers, No boxers are dancers
3757,70_55_R,No models are managers and All clerks are models, All managers are clerks
3759,70_57_R,All cashiers are waiters and Some cashiers are poets, Some cashiers are poets
3761,70_62_R,All tellers are doctors and No doctors are climbers, No climbers are tellers
3763,71_1_R,No dancers are boxers and All typists are boxers, No typists are boxers
3764,71_2_R,All writers are drivers and All drivers are hikers, All writers are hikers
3765,71_3_R,All campers are engineers and Some fencers are campers, Some fencers are engineers
3771,71_10_R,No counselors are riders and All counselors are joggers, All counselors are joggers
3773,71_12_R,All soldiers are florists and Some soldiers are not editors, Some soldiers are editors
3774,71_16_R,No planners are artists and All artists are surfers, Some planners are surfers
3776,71_18_R,No packers are tutors and All butchers are packers, All butchers are tutors
3779,71_22_R,All brewers are porters and All brewers are judges, All brewers are judges
3784,71_31_R,No climbers are doctors and Some tellers are climbers, Some climbers are doctors
3787,71_34_R,All lifeguards are plumbers and All dentists are lifeguards, All plumbers are dentists
3792,71_40_R,All bankers are golfers and No bankers are teachers, Some bankers are golfers
3794,71_43_R,Some waiters are cashiers and No waiters are poets, Some waiters are poets
3795,71_45_R,All managers are clerks and No models are managers, No managers are clerks
3797,71_47_R,All climbers are skaters and No skaters are therapists, Some climbers are skaters
3798,71_51_R,No jugglers are investors and Some investors are barbers, Some investors are barbers
3800,71_53_R,All tutors are butchers and Some tutors are packers, Some tutors are butchers
3803,71_58_R,No tailors are singers and Some pilots are singers, Some pilots are tailors
3805,71_62_R,All carpenters are divers and Some linguists are not divers, Some linguists are divers
3806,71_63_R,Some analysts are novelists and No novelists are travelers, Some travelers are novelists
3807,72_0_R,All sculptors are gamblers and All gamblers are bakers, All sculptors are gamblers
3808,72_1_R,No hunters are lawyers and All athletes are lawyers, No athletes are hunters
3809,72_2_R,All drillers are nurses and Some actors are drillers, Some actors are nurses
3813,72_10_R,All barbers are jugglers and Some barbers are investors, Some barbers are jugglers
3815,72_12_R,No cooks are swimmers and Some swimmers are mayors, Some swimmers are chefs
3820,72_22_R,All cleaners are auditors and No painters are cleaners, Some painters are auditors
3821,72_23_R,No dentists are lifeguards and All plumbers are dentists, No plumbers are lifeguards
3822,72_24_R,Some cyclists are buyers and All buyers are students, Some cyclists are buyers
3824,72_26_R,All joggers are riders and No joggers are counselors, No joggers are counselors
3825,72_27_R,Some golfers are teachers and No bankers are golfers, No bankers are teachers
3827,72_29_R,Some boxers are opticians and No opticians are actuaries, Some opticians are not actuaries
3829,72_31_R,No engineers are campers and Some engineers are fencers, Some engineers are campers
3832,72_34_R,All auditors are painters and All cleaners are auditors, All auditors are painters
3833,72_35_R,All nurses are actors and Some drillers are not actors, Some actors are nurses
3836,72_38_R,No lawyers are athletes and All athletes are hunters, All lawyers are hunters
3839,72_41_R,No brewers are porters and All brewers are judges, No brewers are porters
3846,72_49_R,No investors are barbers and Some jugglers are investors, Some jugglers are barbers
3847,72_50_R,Some painters are workers and No actors are workers, Some actors are workers
3849,72_52_R,No swimmers are mayors and Some cooks are mayors, Some cooks are mayors
3851,72_54_R,Some climbers are doctors and No climbers are tellers, Some climbers are doctors
3856,72_61_R,All fencers are engineers and Some fencers are not campers, Some fencers are engineers
3857,72_62_R,All typists are boxers and No dancers are boxers, Some dancers are boxers
3859,73_0_R,All models are clerks and Some managers are models, Some managers are clerks
3860,73_1_R,All surfers are planners and All planners are artists, All surfers are artists
3865,73_10_R,All dentists are lifeguards and No dentists are plumbers, No dentists are plumbers
3866,73_11_R,No trainers are architects and All architects are designers, All trainers are architects
3867,73_12_R,No doctors are climbers and Some tellers are doctors, Some tellers are climbers
3868,73_13_R,All teachers are bankers and All teachers are golfers, Some teachers are golfers
3869,73_14_R,No potters are sailors and All potters are chemists, All potters are sailors
3871,73_17_R,Some cleaners are auditors and No cleaners are painters, Some cleaners are painters
3873,73_20_R,Some chefs are runners and All runners are scientists, Some chefs are scientists
3878,73_28_R,No judges are brewers and All porters are judges, No porters are brewers
3879,73_29_R,No hikers are writers and Some hikers are drivers, Some hikers are writers
3880,73_31_R,Some lawyers are hunters and No athletes are lawyers, Some athletes are hunters
3881,73_32_R,No brokers are secretaries and Some secretaries are agents, Some secretaries are agents
3882,73_33_R,No scientists are runners and Some chefs are runners, Some chefs are not runners
3883,73_34_R,All sailors are potters and No chemists are potters, Some chemists are potters
3888,73_42_R,All models are managers and No managers are clerks, No managers are clerks
3890,73_46_R,All linguists are carpenters and Some divers are not carpenters, Some linguists are carpenters
3896,73_57_R,All skaters are climbers and Some skaters are not therapists, Some skaters are not therapists
3900,73_63_R,Some trainers are architects and No designers are architects, Some trainers are architects
3901,74_0_R,All packers are tutors and Some butchers are packers, Some butchers are tutors
3902,74_1_R,No buyers are students and All cyclists are students, No buyers are students
3903,74_2_R,All fencers are engineers and All engineers are campers, All fencers are campers
3907,74_9_R,All teachers are golfers and No bankers are teachers, No teachers are golfers
3908,74_10_R,All artists are planners and All surfers are artists, All surfers are planners
3909,74_11_R,No cleaners are painters and All cleaners are auditors, Some auditors are painters
3911,74_13_R,All athletes are hunters and Some athletes are lawyers, Some athletes are lawyers
3916,74_20_R,No dentists are plumbers and Some lifeguards are plumbers, Some lifeguards are plumbers
3924,74_31_R,Some runners are chefs and All chefs are scientists, All runners are scientists
3928,74_38_R,No clerks are managers and Some managers are models, Some managers are models
3929,74_39_R,Some porters are judges and No judges are brewers, No brewers are porters
3930,74_41_R,No architects are trainers and Some architects are designers, Some architects are trainers
3934,74_45_R,Some typists are boxers and No dancers are boxers, Some dancers are boxers
3939,74_52_R,All skaters are miners and Some skaters are not poets, Some skaters are miners
3940,74_55_R,No cyclists are buyers and All buyers are students, Some buyers are students
3941,74_56_R,No brokers are agents and Some secretaries are brokers, Some secretaries are agents
3945,74_62_R,All counselors are riders and All counselors are joggers, All counselors are joggers
3947,75_3_R,All chefs are runners and Some scientists are chefs, Some scientists are runners
3952,75_10_R,Some cleaners are auditors and No painters are auditors, Some cleaners are auditors
3958,75_17_R,Some novelists are travelers and All travelers are analysts, Some novelists are travelers
3959,75_18_R,All engineers are campers and Some fencers are not campers, Some fencers are campers
3963,75_24_R,No athletes are hunters and Some lawyers are hunters, Some hunters are lawyers
3966,75_27_R,Some surfers are artists and No planners are surfers, No planners are artists
3968,75_29_R,No skaters are poets and Some miners are skaters, Some skaters are poets
3970,75_32_R,Some lawyers are athletes and No lawyers are hunters, No lawyers are athletes
3972,75_35_R,No poets are skaters and Some poets are miners, Some poets are skaters
3974,75_37_R,No butchers are packers and All packers are tutors, Some tutors are butchers
3977,75_42_R,No cooks are swimmers and All cooks are mayors, Some cooks are swimmers
3979,75_45_R,All sailors are chemists and All sailors are potters, All sailors are potters
3982,75_52_R,All runners are scientists and All chefs are runners, All chefs are scientists
3985,75_58_R,No agents are secretaries and All brokers are agents, No brokers are secretaries
3988,76_0_R,No travelers are novelists and All analysts are novelists, Some travelers are novelists
3989,76_1_R,All chefs are scientists and All scientists are runners, All chefs are runners
3990,76_2_R,All brewers are porters and Some judges are brewers, Some brewers are porters
3995,76_8_R,No designers are architects and All architects are trainers, No trainers are architects
4004,76_21_R,All skaters are poets and Some skaters are miners, Some skaters are poets
4006,76_24_R,All secretaries are brokers and All agents are secretaries, Some brokers are secretaries
4010,76_28_R,Some butchers are packers and No tutors are butchers, Some butchers are packers
4015,76_35_R,Some sculptors are bakers and All bakers are gamblers, Some gamblers are sculptors
4024,76_48_R,No secretaries are agents and Some agents are brokers, Some agents are brokers
4026,76_50_R,All assistants are scholars and Some farmers are not scholars, Some scholars are assistants
4027,76_51_R,All riders are joggers and No counselors are joggers, No counselors are joggers
4030,76_54_R,All nurses are drillers and All nurses are actors, All nurses are actors
4033,76_59_R,Some cooks are swimmers and No cooks are mayors, No cooks are swimmers
4034,76_60_R,All barbers are investors and Some barbers are not jugglers, Some barbers are investors
4036,76_62_R,All sailors are potters and No potters are chemists, Some sailors are potters
4037,77_1_R,No secretaries are brokers and All agents are brokers, Some brokers are secretaries
4038,77_3_R,All porters are judges and Some brewers are porters, Some brewers are judges
4039,77_4_R,All opticians are actuaries and Some opticians are not boxers, Some opticians are actuaries
4042,77_8_R,All actors are drillers and All nurses are actors, Some actors are drillers
4044,77_10_R,Some divers are carpenters and No carpenters are linguists, Some divers are linguists
4046,77_12_R,No drivers are hikers and All drivers are writers, Some writers are drivers
4047,77_15_R,No clerks are models and Some clerks are managers, Some clerks are managers
4049,77_17_R,No painters are workers and Some actors are painters, Some actors are workers
4054,77_22_R,Some travelers are novelists and No analysts are travelers, Some travelers are novelists
4058,77_27_R,All hunters are lawyers and Some athletes are not lawyers, Some athletes are lawyers
4060,77_30_R,All tailors are singers and No tailors are pilots, Some tailors are singers
4062,77_33_R,No skaters are miners and All poets are skaters, Some skaters are miners
4064,77_36_R,No poets are waiters and All waiters are cashiers, Some waiters are cashiers
4066,77_38_R,All packers are butchers and Some packers are tutors, Some packers are tutors
4076,77_55_R,Some actors are drillers and All drillers are nurses, Some actors are nurses
4079,77_58_R,All scientists are chefs and All scientists are runners, All scientists are runners
4081,77_60_R,Some bankers are teachers and No bankers are golfers, No bankers are teachers
4082,77_61_R,No swimmers are cooks and Some mayors are cooks, Some cooks are swimmers
4083,77_62_R,Some secretaries are brokers and No agents are brokers, Some secretaries are brokers
4084,77_63_R,All gamblers are sculptors and No bakers are gamblers, No bakers are sculptors
4085,78_0_R,No soldiers are editors and All florists are editors, All soldiers are editors
4086,78_1_R,All skaters are poets and Some miners are skaters, Some miners are poets
4087,78_2_R,All bankers are teachers and All teachers are golfers, All bankers are golfers
4088,78_3_R,Some runners are scientists and All runners are chefs, All runners are chefs
4089,78_4_R,No skaters are therapists and All skaters are climbers, All skaters are climbers
4090,78_5_R,No sculptors are bakers and Some bakers are gamblers, Some gamblers are sculptors
4092,78_8_R,Some chemists are potters and All potters are sailors, All chemists are sailors
4097,78_15_R,Some managers are clerks and No managers are models, Some managers are clerks
4102,78_21_R,Some counselors are riders and No joggers are riders, No joggers are riders
4105,78_25_R,Some workers are painters and No actors are workers, No actors are painters
4106,78_28_R,No divers are carpenters and Some linguists are carpenters, Some linguists are carpenters
4110,78_33_R,All soldiers are florists and No florists are editors, Some editors are soldiers
4114,78_37_R,All painters are auditors and No cleaners are auditors, Some cleaners are auditors
4121,78_52_R,All teachers are golfers and No teachers are bankers, No teachers are golfers
4128,79_1_R,All athletes are lawyers and All lawyers are hunters, All athletes are hunters
4129,79_2_R,No painters are actors and All workers are actors, Some actors are painters
4135,79_9_R,No scholars are farmers and All assistants are scholars, No assistants are farmers
4137,79_11_R,Some cleaners are painters and All painters are auditors, Some cleaners are painters
4140,79_18_R,All gamblers are bakers and No sculptors are gamblers, No bakers are sculptors
4142,79_20_R,Some tailors are singers and No tailors are pilots, Some tailors are singers
4145,79_25_R,Some porters are judges and No brewers are judges, Some brewers are judges
4152,79_39_R,No cooks are swimmers and Some mayors are cooks, Some cooks are swimmers
4159,79_47_R,All fencers are engineers and No campers are engineers, Some engineers are campers
4160,79_48_R,No potters are sailors and All sailors are chemists, All potters are chemists
4161,79_49_R,All auditors are cleaners and All auditors are painters, All auditors are painters
4163,79_51_R,No singers are tailors and Some tailors are pilots, Some tailors are pilots
4164,79_52_R,All linguists are carpenters and Some linguists are divers, Some linguists are divers
4166,79_54_R,Some poets are miners and No skaters are poets, Some skaters are miners
4169,79_58_R,Some barbers are jugglers and No jugglers are investors, No barbers are investors
4170,79_59_R,No agents are secretaries and All agents are brokers, All agents are secretaries
4173,80_1_R,Some porters are brewers and All porters are judges, Some porters are brewers
4174,80_2_R,All opticians are actuaries and Some boxers are opticians, Some boxers are actuaries
4175,80_3_R,All cashiers are poets and All poets are waiters, Some poets are cashiers
4178,80_8_R,No painters are auditors and Some painters are cleaners, Some painters are auditors
4179,80_9_R,All assistants are farmers and No scholars are farmers, No scholars are farmers
4180,80_10_R,All chefs are scientists and All chefs are runners, All chefs are runners
4181,80_11_R,All jugglers are barbers and All investors are jugglers, All jugglers are barbers
4183,80_16_R,Some climbers are skaters and No climbers are therapists, Some climbers are skaters
4188,80_22_R,No mayors are swimmers and Some cooks are swimmers, Some cooks are swimmers
4191,80_26_R,Some campers are engineers and No fencers are engineers, No campers are engineers
4193,80_31_R,All athletes are hunters and Some athletes are not lawyers, Some athletes are hunters
4194,80_32_R,Some fencers are engineers and No campers are fencers, No campers are engineers
4195,80_34_R,No typists are boxers and Some dancers are typists, Some dancers are boxers
4200,80_42_R,No soldiers are florists and All soldiers are editors, Some editors are soldiers
4201,80_43_R,Some workers are painters and No painters are actors, No painters are actors
4202,80_44_R,No models are managers and All managers are clerks, Some managers are clerks
4209,80_55_R,No designers are architects and All trainers are designers, Some trainers are architects
4210,80_58_R,All brokers are secretaries and No agents are brokers, No agents are secretaries
4212,80_60_R,All actors are nurses and No actors are drillers, No actors are drillers
4216,81_1_R,All skaters are miners and All miners are poets, All skaters are poets
4217,81_2_R,Some judges are porters and All judges are brewers, Some brewers are porters
4218,81_3_R,No potters are chemists and All sailors are chemists, Some chemists are potters
4219,81_4_R,Some actors are painters and No actors are workers, Some painters are workers
4226,81_14_R,All skaters are climbers and All therapists are skaters, All skaters are climbers
4229,81_18_R,No tutors are packers and All packers are butchers, All packers are butchers
4230,81_19_R,No architects are trainers and Some designers are trainers, Some trainers are architects
4232,81_25_R,Some writers are drivers and No hikers are writers, Some hikers are drivers
4235,81_28_R,No drillers are actors and All drillers are nurses, Some actors are drillers
4239,81_33_R,All analysts are novelists and All analysts are travelers, All analysts are novelists
4241,81_38_R,No joggers are riders and All counselors are joggers, All counselors are riders
4243,81_42_R,All investors are barbers and Some jugglers are not barbers, Some jugglers are barbers
4244,81_43_R,Some fencers are campers and No engineers are campers, Some engineers are campers
4245,81_44_R,All climbers are doctors and No doctors are tellers, No climbers are doctors
4246,81_46_R,All lawyers are hunters and Some lawyers are not athletes, Some lawyers are not hunters
4247,81_47_R,All editors are soldiers and No editors are florists, No editors are soldiers
4248,81_48_R,All mayors are cooks and No swimmers are mayors, No swimmers are cooks
4249,81_50_R,No singers are tailors and Some singers are pilots, Some singers are tailors
4252,81_53_R,No workers are actors and Some painters are workers, Some painters are actors
4253,81_54_R,Some skaters are therapists and No therapists are climbers, No skaters are therapists
4260,82_0_R,No managers are clerks and All models are clerks, Some managers are clerks
4265,82_10_R,All riders are counselors and No joggers are riders, Some joggers are counselors
4269,82_16_R,Some nurses are drillers and All drillers are actors, Some nurses are actors
4270,82_17_R,No tailors are pilots and All pilots are singers, All pilots are singers
4271,82_18_R,Some campers are engineers and No fencers are campers, Some campers are engineers
4272,82_19_R,Some runners are scientists and No chefs are scientists, Some chefs are scientists
4273,82_21_R,All brokers are secretaries and Some agents are not secretaries, Some agents are secretaries
4279,82_30_R,No hikers are writers and All drivers are hikers, Some hikers are writers
4281,82_33_R,All chemists are sailors and No chemists are potters, No chemists are sailors
4285,82_39_R,All analysts are travelers and Some analysts are not novelists, Some analysts are novelists
4286,82_41_R,No dancers are typists and Some boxers are typists, Some boxers are typists
4287,82_42_R,All editors are soldiers and All editors are florists, All editors are soldiers
4289,82_45_R,All clerks are managers and Some clerks are models, Some managers are models
4294,82_53_R,No farmers are assistants and Some scholars are farmers, Some scholars are assistants
4296,82_55_R,No artists are surfers and Some surfers are planners, Some artists are planners
4298,82_59_R,All opticians are boxers and No boxers are actuaries, No opticians are boxers
4300,82_61_R,No hunters are lawyers and Some hunters are athletes, Some hunters are lawyers
4302,82_63_R,No cashiers are waiters and All cashiers are poets, Some waiters are poets
4303,83_0_R,Some students are cyclists and All students are buyers, Some students are cyclists
4304,83_2_R,All agents are secretaries and Some brokers are agents, Some agents are secretaries
4305,83_3_R,All opticians are boxers and All boxers are actuaries, All opticians are actuaries
4310,83_9_R,No miners are skaters and Some miners are poets, Some miners are skaters
4312,83_13_R,Some athletes are lawyers and No hunters are lawyers, No hunters are lawyers
4314,83_16_R,All dancers are boxers and No boxers are typists, Some typists are boxers
4315,83_18_R,All architects are designers and No architects are trainers, No architects are trainers
4318,83_22_R,All potters are chemists and Some potters are not sailors, Some chemists are potters
4319,83_23_R,No poets are cashiers and Some cashiers are waiters, Some poets are cashiers
4323,83_27_R,No golfers are teachers and All teachers are bankers, No teachers are golfers
4329,83_35_R,All bakers are gamblers and All sculptors are bakers, All gamblers are sculptors
4332,83_44_R,All opticians are boxers and Some opticians are actuaries, Some opticians are boxers
4339,83_51_R,Some divers are linguists and No linguists are carpenters, Some divers are carpenters
4341,83_54_R,No surfers are artists and Some planners are artists, Some surfers are planners
4343,83_56_R,Some porters are judges and All judges are brewers, Some porters are brewers
4344,83_57_R,All architects are trainers and Some designers are not trainers, Some trainers are architects
4349,84_0_R,No golfers are bankers and All teachers are bankers, No teachers are bankers
4350,84_1_R,Some carpenters are divers and All carpenters are linguists, All divers are linguists
4351,84_2_R,All analysts are travelers and Some novelists are analysts, Some novelists are travelers
4353,84_5_R,No therapists are skaters and Some skaters are climbers, Some therapists are climbers
4357,84_10_R,All managers are clerks and Some models are not clerks, Some models are clerks
4361,84_15_R,All boxers are actuaries and No boxers are opticians, No boxers are actuaries
4364,84_20_R,All lifeguards are plumbers and No dentists are lifeguards, No dentists are plumbers
4365,84_24_R,No joggers are counselors and All counselors are riders, All joggers are counselors
4372,84_36_R,No drillers are actors and Some nurses are drillers, Some actors are drillers
4377,84_43_R,Some swimmers are cooks and All cooks are mayors, Some cooks are mayors
4378,84_45_R,No therapists are climbers and All skaters are therapists, All skaters are climbers
4379,84_46_R,No lawyers are athletes and Some lawyers are hunters, Some lawyers are athletes
4380,84_48_R,Some designers are architects and No architects are trainers, No trainers are designers
4381,84_49_R,Some auditors are painters and No cleaners are auditors, Some auditors are painters
4382,84_51_R,No secretaries are agents and All secretaries are brokers, No secretaries are agents
4383,84_54_R,All packers are butchers and All packers are tutors, Some packers are butchers
4387,84_58_R,All golfers are bankers and No teachers are bankers, Some teachers are bankers
4392,85_1_R,All clerks are models and Some managers are clerks, Some managers are models
4393,85_2_R,No engineers are campers and All fencers are campers, All engineers are campers
4395,85_7_R,All travelers are novelists and Some travelers are analysts, Some travelers are novelists
4401,85_15_R,All surfers are artists and All surfers are planners, All surfers are planners
4402,85_18_R,No designers are architects and Some trainers are architects, Some trainers are architects
4404,85_21_R,No packers are butchers and Some butchers are tutors, Some butchers are tutors
4406,85_23_R,All nurses are drillers and Some nurses are not actors, Some nurses are not drillers
4409,85_28_R,Some brokers are secretaries and No agents are secretaries, Some brokers are secretaries
4410,85_30_R,No students are buyers and Some students are cyclists, Some students are buyers
4418,85_46_R,Some brokers are secretaries and No secretaries are agents, No brokers are secretaries
4427,85_62_R,All engineers are fencers and Some campers are not fencers, Some campers are engineers
4428,85_63_R,Some surfers are planners and No surfers are artists, Some surfers are planners
4429,86_2_R,All novelists are travelers and Some analysts are novelists, Some analysts are travelers
4430,86_3_R,All boxers are actuaries and All actuaries are opticians, All boxers are actuaries
4433,86_8_R,All barbers are investors and No barbers are jugglers, No barbers are investors
4438,86_15_R,All florists are editors and All soldiers are florists, All florists are editors
4440,86_17_R,Some gamblers are bakers and No sculptors are gamblers, No sculptors are bakers
4442,86_23_R,All surfers are planners and No artists are planners, Some artists are planners
4446,86_28_R,No tutors are packers and Some butchers are tutors, Some butchers are packers
4448,86_31_R,No bankers are teachers and All golfers are bankers, Some golfers are bankers
4449,86_32_R,No dancers are boxers and Some dancers are typists, Some dancers are boxers
4453,86_40_R,All scientists are chefs and Some scientists are runners, Some scientists are chefs
4457,86_45_R,Some judges are brewers and No brewers are porters, No brewers are porters
4459,86_50_R,Some pilots are singers and All singers are tailors, All pilots are tailors
4461,86_56_R,All hunters are lawyers and Some hunters are not athletes, Some hunters are lawyers
4462,86_59_R,All riders are joggers and No counselors are riders, No counselors are joggers
4467,87_0_R,Some painters are actors and All painters are workers, All painters are actors
4468,87_2_R,All scientists are chefs and Some runners are scientists, Some chefs are runners
4471,87_8_R,Some sailors are potters and All potters are chemists, All sailors are potters
4472,87_9_R,All agents are brokers and Some agents are not secretaries, Some agents are brokers
4476,87_16_R,Some boxers are typists and No boxers are dancers, Some boxers are dancers
4478,87_19_R,No drivers are hikers and Some hikers are writers, Some drivers are hikers
4481,87_22_R,All auditors are painters and Some auditors are cleaners, Some auditors are painters
