task_form,best_bert_00_index,bert_00success,best_mnli_00_index,mnli_00success,sentenced
OE1,2,0,4,0,Some typists are not dancers and No dancers are boxers
OE3,5,0,6,0,Some scientists are not chefs and No runners are chefs
EO1,4,0,5,0,No lifeguards are plumbers and Some plumbers are not dentists
EO4,4,0,5,0,No artists are surfers and Some artists are not planners
OI1,2,0,4,0,Some divers are not carpenters and Some carpenters are linguists
IO1,2,0,4,0,Some lawyers are athletes and Some athletes are not hunters
EI1,4,0,5,1,No joggers are counselors and Some counselors are riders
AE1,0,0,6,1,All travelers are novelists and No novelists are analysts
OI3,2,0,4,0,Some climbers are not skaters and Some therapists are skaters
IO2,2,0,5,0,Some mayors are swimmers and Some cooks are not mayors
AE4,1,0,6,0,All secretaries are brokers and No secretaries are agents
OE2,2,0,6,0,Some doctors are not climbers and No tellers are doctors
EA1,0,0,0,0,No painters are workers and All workers are actors
IE3,2,0,4,1,Some cyclists are students and No buyers are students
AI4,0,0,2,1,All assistants are farmers and Some assistants are scholars
AA3,0,0,1,0,All butchers are tutors and All packers are tutors
OO2,5,0,5,0,Some hikers are not writers and Some drivers are not hikers
EI3,3,0,4,0,No waiters are cashiers and Some poets are cashiers
OA2,2,0,4,0,Some teachers are not golfers and All bankers are teachers
IO3,5,0,5,0,Some painters are workers and Some actors are not workers
EO3,3,0,5,0,No chemists are potters and Some sailors are not potters
AO3,2,0,5,1,All clerks are models and Some managers are not models
EA4,0,0,6,0,No trainers are designers and All trainers are architects
OO4,2,0,5,0,Some agents are not brokers and Some agents are not secretaries
OA4,0,0,5,1,Some investors are not barbers and All investors are jugglers
II3,3,0,2,0,Some tellers are doctors and Some climbers are doctors
EE2,0,0,6,0,No tailors are pilots and No singers are tailors
AO4,1,0,4,1,All farmers are assistants and Some farmers are not scholars
EO2,3,0,5,0,No sculptors are gamblers and Some bakers are not sculptors
OA1,5,0,4,0,Some actuaries are not opticians and All opticians are boxers
AE2,3,0,6,0,All hikers are drivers and No writers are hikers
AA2,0,0,1,1,All plumbers are lifeguards and All dentists are plumbers
IE4,2,0,6,0,Some planners are surfers and No planners are artists
AI3,0,0,5,0,All linguists are carpenters and Some divers are carpenters
EE4,2,0,7,0,No climbers are skaters and No climbers are therapists
IA1,2,1,4,0,Some athletes are hunters and All hunters are lawyers
II2,3,0,2,0,Some cyclists are buyers and Some students are cyclists
IO4,3,0,4,0,Some golfers are bankers and Some golfers are not teachers
AO1,0,0,5,0,All nurses are actors and Some actors are not drillers
IA2,3,0,4,0,Some fencers are campers and All engineers are fencers
EA3,0,0,6,1,No typists are boxers and All dancers are boxers
AI2,0,0,2,1,All boxers are actuaries and Some opticians are boxers
IA4,2,1,2,1,Some managers are models and All managers are clerks
AA1,0,1,0,1,All students are cyclists and All cyclists are buyers
EO1,1,0,5,0,No climbers are skaters and Some skaters are not therapists
IE2,2,0,5,0,Some bakers are gamblers and No sculptors are bakers
OE2,0,0,4,0,Some packers are not butchers and No tutors are packers
AI1,5,0,2,0,All riders are joggers and Some joggers are counselors
AA4,0,0,0,0,All porters are brewers and All porters are judges
AE3,1,0,6,1,All architects are trainers and No designers are trainers
IA3,2,0,4,0,Some novelists are travelers and All analysts are travelers
IA2,0,0,3,0,Some tellers are doctors and All climbers are tellers
AE2,3,0,7,0,All jugglers are investors and No barbers are jugglers
OA1,4,0,4,0,Some drivers are not writers and All writers are hikers
EA4,0,0,7,0,No pilots are tailors and All pilots are singers
IE1,2,0,4,1,Some golfers are teachers and No teachers are bankers
AO3,2,0,5,1,All poets are cashiers and Some waiters are not cashiers
AI4,3,1,2,1,All secretaries are brokers and Some secretaries are agents
AO1,0,0,4,0,All dentists are plumbers and Some plumbers are not lifeguards
OE3,2,0,4,0,Some surfers are not artists and No planners are artists
IO1,4,0,5,0,Some runners are chefs and Some chefs are not scientists
OO3,2,0,2,0,Some athletes are not lawyers and Some hunters are not lawyers
II1,2,0,2,0,Some workers are actors and Some actors are painters
EA1,3,0,7,0,No potters are chemists and All chemists are sailors
II3,3,0,4,0,Some assistants are farmers and Some scholars are farmers
AI3,2,0,5,0,All engineers are fencers and Some campers are fencers
OA3,0,0,4,1,Some nurses are not actors and All drillers are actors
AO2,0,0,5,0,All editors are soldiers and Some florists are not editors
OA4,4,0,5,1,Some cleaners are not painters and All cleaners are auditors
OO2,3,0,5,0,Some carpenters are not linguists and Some divers are not carpenters
OI1,2,0,4,0,Some secretaries are not agents and Some agents are brokers
OE1,2,0,6,0,Some scientists are not runners and No runners are chefs
EE2,6,0,6,0,No scholars are farmers and No assistants are scholars
EO4,5,0,7,0,No plumbers are dentists and Some plumbers are not lifeguards
IE3,3,0,5,0,Some judges are porters and No brewers are porters
EI4,0,0,4,0,No barbers are jugglers and Some barbers are investors
OI2,4,0,4,0,Some sculptors are not bakers and Some gamblers are sculptors
OI3,5,0,4,0,Some riders are not counselors and Some joggers are counselors
OI4,2,0,5,0,Some linguists are not divers and Some linguists are carpenters
EE1,6,0,7,0,No managers are clerks and No clerks are models
EO3,1,0,5,0,No painters are auditors and Some cleaners are not auditors
EO2,2,0,5,0,No cyclists are buyers and Some students are not cyclists
IA1,3,0,2,1,Some cashiers are poets and All poets are waiters
OA2,3,0,5,0,Some tellers are not climbers and All doctors are tellers
EI3,1,0,4,0,No actuaries are boxers and Some opticians are boxers
OE4,2,0,6,0,Some tutors are not butchers and No tutors are packers
IO3,2,0,5,0,Some pilots are singers and Some tailors are not singers
OO4,2,0,5,0,Some typists are not dancers and Some typists are not boxers
OO1,2,0,4,0,Some engineers are not fencers and Some fencers are not campers
II2,3,0,5,0,Some golfers are teachers and Some bankers are golfers
AO4,4,1,4,1,All hunters are athletes and Some hunters are not lawyers
II4,2,0,2,0,Some surfers are artists and Some surfers are planners
AA2,2,1,1,1,All potters are sailors and All chemists are potters
EE3,0,0,0,0,No writers are drivers and No hikers are drivers
AE4,2,0,6,0,All miners are poets and No miners are skaters
IE4,2,0,6,0,Some workers are painters and No workers are actors
EE4,7,0,7,0,No trainers are architects and No trainers are designers
AE1,7,1,6,1,All analysts are novelists and No novelists are travelers
IA4,2,1,4,0,Some skaters are miners and All skaters are poets
EA3,1,0,7,1,No waiters are cashiers and All poets are cashiers
AA1,0,1,0,1,All climbers are skaters and All skaters are therapists
AI2,0,0,5,0,All painters are cleaners and Some auditors are painters
OO2,3,0,5,0,Some tailors are not singers and Some pilots are not tailors
OI3,2,0,4,0,Some carpenters are not divers and Some linguists are divers
EI3,2,0,4,0,No actors are painters and Some workers are painters
AI3,2,0,2,0,All doctors are tellers and Some climbers are tellers
EA4,0,0,7,0,No writers are hikers and All writers are drivers
EA1,3,0,7,0,No artists are planners and All planners are surfers
EE4,0,0,7,0,No scholars are farmers and No scholars are assistants
II1,2,0,2,0,Some analysts are novelists and Some novelists are travelers
AA2,1,1,7,0,All dancers are typists and All boxers are dancers
EO1,5,0,5,0,No gamblers are sculptors and Some sculptors are not bakers
OA3,3,0,4,1,Some nurses are not drillers and All actors are drillers
EI2,2,0,5,1,No fencers are engineers and Some campers are fencers
IA3,2,0,4,0,Some models are clerks and All managers are clerks
EE1,1,0,6,0,No actuaries are boxers and No boxers are opticians
EI4,2,0,5,1,No cooks are mayors and Some cooks are swimmers
EE3,7,0,6,0,No editors are florists and No soldiers are florists
OA1,2,0,4,0,Some teachers are not bankers and All bankers are golfers
AE3,1,0,6,1,All athletes are hunters and No lawyers are hunters
OA4,3,0,5,1,Some counselors are not riders and All counselors are joggers
EI1,0,0,2,0,No butchers are tutors and Some tutors are packers
II3,3,0,4,0,Some brokers are secretaries and Some agents are secretaries
AE1,0,0,6,1,All joggers are riders and No riders are counselors
II2,2,0,5,0,Some teachers are bankers and Some golfers are teachers
IE1,2,0,6,0,Some therapists are skaters and No skaters are climbers
IO2,3,0,5,0,Some barbers are jugglers and Some investors are not barbers
OE1,2,0,6,0,Some painters are not cleaners and No cleaners are auditors
IO3,3,0,5,0,Some tellers are doctors and Some climbers are not doctors
IA1,0,0,5,1,Some pilots are tailors and All tailors are singers
OO4,2,0,4,0,Some waiters are not cashiers and Some waiters are not poets
II4,2,0,3,0,Some actors are workers and Some actors are painters
IE3,2,0,6,0,Some farmers are assistants and No scholars are assistants
IE2,2,0,5,0,Some scientists are chefs and No runners are scientists
AE2,0,0,6,0,All agents are secretaries and No brokers are agents
IO4,2,0,4,0,Some chemists are sailors and Some chemists are not potters
IE4,2,0,4,1,Some engineers are fencers and No engineers are campers
OI4,2,0,5,0,Some butchers are not packers and Some butchers are tutors
EE2,3,0,6,0,No florists are editors and No soldiers are florists
OI1,2,0,4,0,Some hunters are not athletes and Some athletes are lawyers
OI2,2,0,5,0,Some planners are not artists and Some surfers are planners
AI4,2,1,2,1,All poets are skaters and Some poets are miners
OA2,2,0,4,0,Some novelists are not travelers and All analysts are novelists
AA4,1,0,0,0,All boxers are actuaries and All boxers are opticians
EO3,5,0,5,0,No managers are models and Some clerks are not models
IA2,2,0,3,0,Some designers are architects and All trainers are designers
EA2,2,0,7,1,No boxers are typists and All dancers are boxers
IO1,3,0,5,0,Some plumbers are dentists and Some dentists are not lifeguards
EO4,2,0,6,0,No students are cyclists and Some students are not buyers
AI1,1,0,2,0,All hikers are writers and Some writers are drivers
OO1,2,0,4,0,Some drillers are not actors and Some actors are not nurses
EA3,0,0,7,1,No teachers are golfers and All bankers are golfers
IA4,3,0,2,1,Some opticians are boxers and All opticians are actuaries
AA1,0,1,1,0,All poets are cashiers and All cashiers are waiters
AI2,3,1,3,1,All brokers are agents and Some secretaries are brokers
EI2,2,0,4,0,No linguists are divers and Some carpenters are linguists
EO2,1,0,5,0,No singers are pilots and Some tailors are not singers
OI4,2,0,4,0,Some judges are not brewers and Some judges are porters
OA4,2,0,5,1,Some typists are not dancers and All typists are boxers
EA2,2,0,6,1,No miners are skaters and All poets are miners
IA3,1,0,4,0,Some sculptors are bakers and All gamblers are bakers
AO2,0,0,5,0,All assistants are farmers and Some scholars are not assistants
IE4,1,0,6,0,Some dentists are plumbers and No dentists are lifeguards
AE2,2,0,6,0,All artists are surfers and No planners are artists
IA1,0,0,5,1,Some nurses are actors and All actors are drillers
EI4,2,0,2,0,No students are cyclists and Some students are buyers
IA2,2,0,7,0,Some doctors are climbers and All tellers are doctors
OE1,2,0,6,0,Some engineers are not fencers and No fencers are campers
AA2,1,1,0,0,All packers are tutors and All butchers are packers
EE3,6,0,7,0,No travelers are analysts and No novelists are analysts
IE1,2,0,4,1,Some drivers are hikers and No hikers are writers
IO3,2,0,5,0,Some joggers are counselors and Some riders are not counselors
AE3,5,1,7,1,All jugglers are investors and No barbers are investors
EO3,4,0,2,0,No managers are clerks and Some models are not clerks
AA4,0,0,1,0,All painters are actors and All painters are workers
AI1,0,0,5,0,All editors are soldiers and Some soldiers are florists
EO1,4,0,4,0,No athletes are hunters and Some hunters are not lawyers
OA2,0,0,7,0,Some painters are not cleaners and All auditors are painters
IE3,2,0,5,0,Some chemists are potters and No sailors are potters
EI1,2,0,2,0,No swimmers are mayors and Some mayors are cooks
II1,2,0,5,0,Some tailors are pilots and Some pilots are singers
AI3,0,0,5,0,All cleaners are painters and Some auditors are painters
AO1,0,0,4,0,All butchers are packers and Some packers are not tutors
IO4,3,0,4,0,Some tellers are climbers and Some tellers are not doctors
OE4,3,0,7,0,Some joggers are not riders and No joggers are counselors
IO2,2,0,5,0,Some hikers are drivers and Some writers are not hikers
II3,4,0,2,0,Some boxers are actuaries and Some opticians are actuaries
II4,2,0,3,0,Some barbers are investors and Some barbers are jugglers
AE1,0,0,6,1,All painters are actors and No actors are workers
OE2,0,0,6,0,Some editors are not florists and No soldiers are editors
IO1,2,0,4,0,Some skaters are miners and Some miners are not poets
OO3,2,0,3,0,Some scholars are not farmers and Some assistants are not farmers
EE1,7,0,7,0,No porters are judges and No judges are brewers
AA3,1,0,1,0,All architects are designers and All trainers are designers
AO4,3,0,4,1,All buyers are students and Some buyers are not cyclists
EO4,4,0,6,0,No gamblers are bakers and Some gamblers are not sculptors
OO1,2,0,4,0,Some bankers are not teachers and Some teachers are not golfers
EA4,1,0,7,0,No dancers are typists and All dancers are boxers
II2,2,0,5,0,Some lawyers are hunters and Some athletes are lawyers
OI2,3,0,2,0,Some secretaries are not brokers and Some agents are secretaries
OA3,1,0,4,1,Some climbers are not skaters and All therapists are skaters
EE4,6,0,6,0,No travelers are analysts and No travelers are novelists
OO4,3,0,5,0,Some runners are not scientists and Some runners are not chefs
OA1,2,0,2,0,Some divers are not linguists and All linguists are carpenters
IA4,2,1,7,0,Some waiters are poets and All waiters are cashiers
AI2,3,1,2,1,All gamblers are sculptors and Some bakers are gamblers
AA1,0,1,0,1,All cooks are swimmers and All swimmers are mayors
EA3,0,0,6,1,No fencers are engineers and All campers are engineers
IO2,3,0,5,0,Some butchers are tutors and Some packers are not butchers
OE4,2,0,6,0,Some trainers are not designers and No trainers are architects
EO4,5,0,6,0,No lifeguards are plumbers and Some lifeguards are not dentists
AE3,0,0,6,1,All planners are artists and No surfers are artists
AO4,2,0,4,1,All potters are sailors and Some potters are not chemists
IE1,2,0,4,1,Some poets are miners and No miners are skaters
OI3,2,0,4,0,Some painters are not auditors and Some cleaners are auditors
AA3,1,0,0,0,All managers are clerks and All models are clerks
IO1,4,0,4,0,Some golfers are teachers and Some teachers are not bankers
IO3,2,0,5,0,Some soldiers are florists and Some editors are not florists
OI1,2,0,4,0,Some boxers are not typists and Some typists are dancers
IA2,2,0,6,0,Some athletes are lawyers and All hunters are athletes
EI1,3,0,5,1,No assistants are scholars and Some scholars are farmers
EE1,7,0,6,0,No brokers are agents and No agents are secretaries
AA2,1,1,1,1,All drillers are actors and All nurses are drillers
AO3,3,0,5,1,All investors are jugglers and Some barbers are not jugglers
OO1,2,0,4,0,Some painters are not actors and Some actors are not workers
OI2,2,0,4,0,Some divers are not linguists and Some carpenters are divers
IE3,2,0,5,0,Some skaters are climbers and No therapists are climbers
OO3,2,0,2,0,Some runners are not scientists and Some chefs are not scientists
EA4,1,0,6,0,No riders are counselors and All riders are joggers
OA3,5,0,4,1,Some swimmers are not cooks and All mayors are cooks
EE3,2,0,6,0,No opticians are actuaries and No boxers are actuaries
IA1,2,1,2,1,Some potters are chemists and All chemists are sailors
OA4,2,0,5,1,Some skaters are not miners and All skaters are poets
II3,3,0,4,0,Some artists are surfers and Some planners are surfers
EO2,5,0,5,0,No drillers are actors and Some nurses are not drillers
AE1,0,0,6,1,All agents are brokers and No brokers are secretaries
II2,0,0,5,0,Some plumbers are dentists and Some lifeguards are plumbers
AI1,2,0,5,0,All boxers are dancers and Some dancers are typists
AE2,0,0,6,0,All drivers are writers and No hikers are drivers
IE4,3,0,6,0,Some runners are scientists and No runners are chefs
EE2,1,0,6,0,No doctors are tellers and No climbers are doctors
OE3,2,0,3,0,Some divers are not carpenters and No linguists are carpenters
AO1,4,0,4,0,All pilots are tailors and Some tailors are not singers
OI4,2,0,4,0,Some brewers are not porters and Some brewers are judges
EO1,0,0,7,0,No florists are editors and Some editors are not soldiers
AA4,0,0,0,0,All analysts are travelers and All analysts are novelists
EI4,2,0,5,1,No actors are painters and Some actors are workers
OE2,3,0,4,0,Some farmers are not assistants and No scholars are farmers
IO4,2,0,4,0,Some models are clerks and Some models are not managers
EI3,3,0,4,0,No sculptors are gamblers and Some bakers are gamblers
AO2,0,0,5,0,All investors are barbers and Some jugglers are not investors
OA2,2,0,5,0,Some campers are not engineers and All fencers are campers
EA3,0,0,7,1,No hikers are writers and All drivers are writers
IA4,1,0,2,1,Some poets are cashiers and All poets are waiters
OE2,3,0,6,0,Some models are not managers and No clerks are models
EI2,3,0,4,0,No novelists are analysts and Some travelers are novelists
IO2,3,0,5,0,Some chemists are potters and Some sailors are not chemists
EI4,4,0,5,1,No soldiers are florists and Some soldiers are editors
AI4,3,1,2,1,All boxers are dancers and Some boxers are typists
OI3,2,0,4,0,Some linguists are not divers and Some carpenters are divers
OA4,3,0,5,1,Some tellers are not climbers and All tellers are doctors
OO4,2,0,4,0,Some miners are not skaters and Some miners are not poets
AO4,4,1,4,1,All butchers are packers and Some butchers are not tutors
II3,3,0,3,0,Some assistants are scholars and Some farmers are scholars
EO2,3,0,5,0,No hunters are athletes and Some lawyers are not hunters
OI1,3,0,4,0,Some brokers are not agents and Some agents are secretaries
EE1,0,0,6,0,No actors are painters and No painters are workers
OI4,3,0,5,0,Some cleaners are not auditors and Some cleaners are painters
AE4,1,0,7,0,All cooks are swimmers and No cooks are mayors
OE4,2,0,6,0,Some plumbers are not lifeguards and No plumbers are dentists
II1,3,0,2,0,Some judges are brewers and Some brewers are porters
EA4,1,0,6,0,No scientists are runners and All scientists are chefs
EE3,3,0,7,0,No jugglers are investors and No barbers are investors
AO1,2,0,4,0,All barbers are jugglers and Some jugglers are not investors
IO1,4,0,4,0,Some drivers are writers and Some writers are not hikers
IA3,0,0,4,0,Some campers are engineers and All fencers are engineers
OA2,4,0,5,0,Some students are not cyclists and All buyers are students
II4,2,0,2,0,Some golfers are bankers and Some golfers are teachers
OO3,3,0,3,0,Some cooks are not swimmers and Some mayors are not swimmers
IA2,2,0,5,0,Some gamblers are bakers and All sculptors are gamblers
IE4,2,0,6,0,Some typists are boxers and No typists are dancers
AE3,0,0,7,1,All porters are judges and No brewers are judges
EE4,6,0,6,0,No agents are secretaries and No agents are brokers
IO3,4,0,5,0,Some actors are workers and Some painters are not workers
AE2,0,0,6,0,All singers are pilots and No tailors are singers
AO3,3,0,5,1,All poets are skaters and Some miners are not skaters
AA4,1,0,0,0,All waiters are cashiers and All waiters are poets
EA1,4,0,7,0,No opticians are boxers and All boxers are actuaries
AI1,3,0,5,0,All plumbers are dentists and Some dentists are lifeguards
IE2,2,0,6,0,Some joggers are counselors and No riders are joggers
AA2,0,0,1,1,All surfers are planners and All artists are surfers
EI3,3,0,4,0,No drillers are nurses and Some actors are nurses
EO4,5,0,5,0,No climbers are skaters and Some climbers are not therapists
OE1,2,0,4,0,Some lawyers are not athletes and No athletes are hunters
II2,2,0,5,0,Some carpenters are divers and Some linguists are carpenters
EA2,0,0,6,1,No packers are butchers and All tutors are packers
EE2,0,0,7,0,No trainers are designers and No architects are trainers
OO1,2,0,4,0,Some models are not clerks and Some clerks are not managers
EO3,2,0,4,0,No scholars are farmers and Some assistants are not farmers
EI1,3,0,5,1,No scientists are runners and Some runners are chefs
EA3,0,0,7,1,No campers are engineers and All fencers are engineers
AA1,1,0,0,1,All singers are tailors and All tailors are pilots
AI2,2,1,2,1,All mayors are swimmers and Some cooks are mayors
IA4,0,0,3,0,Some assistants are scholars and All assistants are farmers
EE1,0,0,7,0,No linguists are divers and No divers are carpenters
IE2,1,0,5,0,Some dentists are plumbers and No lifeguards are dentists
EE4,2,0,6,0,No surfers are planners and No surfers are artists
EO2,2,0,5,0,No scientists are chefs and Some runners are not scientists
IO3,2,0,5,0,Some models are managers and Some clerks are not managers
EO3,4,0,5,0,No teachers are bankers and Some golfers are not bankers
OE4,2,0,6,0,Some brewers are not porters and No brewers are judges
II4,2,0,2,0,Some hunters are lawyers and Some hunters are athletes
OO4,2,0,4,0,Some brokers are not secretaries and Some brokers are not agents
AA2,0,0,1,1,All auditors are cleaners and All painters are auditors
OI1,2,0,4,0,Some typists are not dancers and Some dancers are boxers
OA3,5,0,4,1,Some gamblers are not sculptors and All bakers are sculptors
AO3,3,0,5,1,All potters are chemists and Some sailors are not chemists
IA3,2,0,4,0,Some counselors are joggers and All riders are joggers
AI1,3,0,2,0,All analysts are novelists and Some novelists are travelers
OE1,4,0,6,0,Some boxers are not actuaries and No actuaries are opticians
EE2,0,0,6,0,No writers are hikers and No drivers are writers
OA1,1,0,4,0,Some packers are not tutors and All tutors are butchers
EI1,2,0,5,1,No drillers are actors and Some actors are nurses
IA2,2,0,5,0,Some florists are soldiers and All editors are florists
OA4,2,0,5,1,Some therapists are not climbers and All therapists are skaters
OO1,3,0,4,0,Some tellers are not climbers and Some climbers are not doctors
AI3,2,0,4,0,All scientists are chefs and Some runners are chefs
EO4,3,0,5,0,No skaters are poets and Some skaters are not miners
EI2,0,0,4,0,No soldiers are florists and Some editors are soldiers
II3,2,0,3,0,Some brewers are porters and Some judges are porters
EO1,4,0,4,0,No writers are hikers and Some hikers are not drivers
IE4,2,0,5,0,Some nurses are actors and No nurses are drillers
OI3,2,0,4,0,Some typists are not dancers and Some boxers are dancers
II2,3,0,4,0,Some climbers are therapists and Some skaters are climbers
AI4,2,1,2,1,All carpenters are divers and Some carpenters are linguists
OE3,2,0,4,0,Some trainers are not designers and No architects are designers
IE1,2,0,6,0,Some doctors are climbers and No climbers are tellers
AE3,2,0,7,1,All swimmers are mayors and No cooks are mayors
AE4,0,0,6,0,All cleaners are auditors and No cleaners are painters
EA1,0,0,4,0,No lawyers are hunters and All hunters are athletes
AO2,1,0,5,0,All singers are pilots and Some tailors are not singers
EA4,0,0,7,0,No scholars are farmers and All scholars are assistants
AO4,4,1,4,1,All analysts are novelists and Some analysts are not travelers
AA3,0,0,0,0,All workers are actors and All painters are actors
IO4,3,0,4,0,Some joggers are riders and Some joggers are not counselors
IE3,5,0,6,0,Some plumbers are dentists and No lifeguards are dentists
EI4,2,0,5,1,No teachers are golfers and Some teachers are bankers
IO1,4,0,5,0,Some clerks are managers and Some managers are not models
OE2,4,0,6,0,Some gamblers are not bakers and No sculptors are gamblers
OO2,0,0,5,0,Some tutors are not butchers and Some packers are not tutors
AO1,2,0,4,0,All artists are surfers and Some surfers are not planners
OA2,1,0,5,0,Some potters are not chemists and All sailors are potters
IA4,2,1,2,1,Some climbers are skaters and All climbers are therapists
AO3,4,0,5,1,All athletes are hunters and Some lawyers are not hunters
IE4,3,0,6,0,Some actuaries are boxers and No actuaries are opticians
IA3,0,0,0,0,Some doctors are tellers and All climbers are tellers
OE3,2,0,3,0,Some campers are not fencers and No engineers are fencers
OO2,4,0,5,0,Some clerks are not models and Some managers are not clerks
IO4,4,0,4,0,Some sculptors are bakers and Some sculptors are not gamblers
OO4,3,0,4,0,Some planners are not surfers and Some planners are not artists
II2,1,0,5,0,Some golfers are bankers and Some teachers are golfers
EE1,0,0,6,0,No tutors are butchers and No butchers are packers
EE4,0,0,6,0,No singers are tailors and No singers are pilots
OA3,4,1,4,1,Some buyers are not cyclists and All students are cyclists
OE1,2,0,4,0,Some chemists are not sailors and No sailors are potters
OO3,2,0,3,0,Some porters are not judges and Some brewers are not judges
AE3,1,0,6,1,All scholars are assistants and No farmers are assistants
IO3,2,0,5,0,Some secretaries are agents and Some brokers are not agents
AA4,0,0,0,0,All painters are workers and All painters are actors
OI1,2,0,2,0,Some hikers are not writers and Some writers are drivers
EO2,3,0,5,0,No cashiers are waiters and Some poets are not cashiers
EI4,2,0,5,1,No designers are architects and Some designers are trainers
AO4,1,0,4,1,All soldiers are editors and Some soldiers are not florists
EA2,0,0,7,1,No swimmers are cooks and All mayors are swimmers
OI3,1,0,4,0,Some counselors are not riders and Some joggers are riders
AA3,1,0,1,0,All plumbers are dentists and All lifeguards are dentists
EO4,4,0,4,0,No analysts are novelists and Some analysts are not travelers
AI1,2,0,2,0,All cooks are mayors and Some mayors are swimmers
IE2,1,0,7,0,Some barbers are investors and No jugglers are barbers
OA2,4,0,4,0,Some drillers are not nurses and All actors are drillers
AE2,0,0,7,0,All workers are painters and No actors are workers
AO2,2,0,5,0,All runners are chefs and Some scientists are not runners
EA1,0,0,0,0,No brewers are porters and All porters are judges
IA1,1,0,5,1,Some climbers are skaters and All skaters are therapists
IA2,3,0,4,0,Some analysts are travelers and All novelists are analysts
OI4,0,0,5,0,Some lifeguards are not dentists and Some lifeguards are plumbers
OO1,5,0,4,0,Some brokers are not secretaries and Some secretaries are not agents
AE1,2,0,7,1,All planners are surfers and No surfers are artists
EO3,0,0,5,0,No campers are engineers and Some fencers are not engineers
II4,1,0,2,0,Some cleaners are auditors and Some cleaners are painters
EO1,4,0,5,0,No skaters are poets and Some poets are not miners
EE2,0,0,7,0,No packers are butchers and No tutors are packers
IO1,5,0,4,0,Some opticians are actuaries and Some actuaries are not boxers
AI3,2,0,5,0,All editors are soldiers and Some florists are soldiers
EE3,1,0,7,0,No golfers are bankers and No teachers are bankers
OA4,2,0,5,1,Some trainers are not architects and All trainers are designers
OE2,2,0,6,0,Some dancers are not typists and No boxers are dancers
OA1,1,0,4,0,Some cashiers are not poets and All poets are waiters
OE4,2,0,6,0,Some farmers are not scholars and No farmers are assistants
OI2,0,0,4,0,Some singers are not pilots and Some tailors are singers
II1,2,0,2,0,Some students are buyers and Some buyers are cyclists
AI4,2,1,2,1,All models are clerks and Some models are managers
AO1,4,0,4,0,All hunters are athletes and Some athletes are not lawyers
EI2,3,0,5,1,No climbers are tellers and Some doctors are climbers
EA4,1,0,6,0,No linguists are divers and All linguists are carpenters
AI2,2,1,5,0,All carpenters are divers and Some linguists are carpenters
EA3,0,0,7,1,No painters are cleaners and All auditors are cleaners
AA1,0,1,0,1,All dancers are typists and All typists are boxers
IA4,2,1,3,0,Some scholars are farmers and All scholars are assistants
II3,2,0,2,0,Some doctors are tellers and Some climbers are tellers
EA2,3,0,6,1,No climbers are therapists and All skaters are climbers
EA4,4,0,6,0,No joggers are counselors and All joggers are riders
IE4,2,0,6,0,Some bakers are gamblers and No bakers are sculptors
IA3,1,0,4,0,Some hikers are drivers and All writers are drivers
EE4,2,0,6,0,No buyers are cyclists and No buyers are students
EI1,2,0,5,1,No teachers are bankers and Some bankers are golfers
AO2,2,0,5,0,All mayors are swimmers and Some cooks are not mayors
EO2,3,0,5,0,No agents are brokers and Some secretaries are not agents
OO3,4,0,3,0,Some lifeguards are not plumbers and Some dentists are not plumbers
IO1,5,0,4,0,Some investors are jugglers and Some jugglers are not barbers
IO3,2,0,5,0,Some nurses are actors and Some drillers are not actors
II4,2,0,2,0,Some campers are fencers and Some campers are engineers
AA3,0,0,1,0,All models are clerks and All managers are clerks
OA1,5,0,4,0,Some actuaries are not boxers and All boxers are opticians
IO2,0,0,5,0,Some artists are surfers and Some planners are not artists
EI4,2,0,4,0,No poets are cashiers and Some poets are waiters
IE2,2,0,5,0,Some workers are actors and No painters are workers
AI1,1,0,2,0,All tutors are packers and Some packers are butchers
EE3,1,0,7,0,No judges are porters and No brewers are porters
IE3,4,1,6,0,Some bakers are sculptors and No gamblers are sculptors
OI3,2,0,4,0,Some boxers are not actuaries and Some opticians are actuaries
OE2,2,0,6,0,Some barbers are not jugglers and No investors are barbers
AE1,6,1,6,1,All novelists are travelers and No travelers are analysts
OE3,4,0,4,0,Some managers are not models and No clerks are models
AO3,2,0,5,1,All drillers are actors and Some nurses are not actors
EI3,2,0,5,1,No lawyers are hunters and Some athletes are hunters
AE3,0,0,6,1,All cashiers are waiters and No poets are waiters
EE2,0,0,6,0,No florists are soldiers and No editors are florists
OA4,2,0,5,1,Some chemists are not sailors and All chemists are potters
AE2,1,0,7,0,All packers are tutors and No butchers are packers
AA4,0,0,0,0,All judges are brewers and All judges are porters
IA1,0,0,2,1,Some doctors are climbers and All climbers are tellers
OI2,4,0,5,0,Some architects are not trainers and Some designers are architects
EO3,4,0,5,0,No fencers are campers and Some engineers are not campers
II1,2,0,2,0,Some cooks are mayors and Some mayors are swimmers
OO1,4,0,4,0,Some golfers are not teachers and Some teachers are not bankers
IO4,4,0,4,0,Some painters are cleaners and Some painters are not auditors
OO2,4,0,5,0,Some painters are not actors and Some workers are not painters
EA3,1,0,6,1,No tellers are climbers and All doctors are climbers
IA4,2,1,0,0,Some farmers are scholars and All farmers are assistants
AA1,0,1,0,1,All chemists are potters and All potters are sailors
AI2,0,0,5,0,All actors are nurses and Some drillers are actors
EI4,2,0,5,1,No mayors are swimmers and Some mayors are cooks
AI4,3,1,2,1,All bankers are golfers and Some bankers are teachers
