sentenced,id_seq
Some climbers are not tellers and Some tellers are doctors,60_29_R
All carpenters are divers and Some linguists are divers,60_30_R
Some drillers are not nurses and Some actors are not drillers,60_33_R
All mayors are swimmers and All cooks are swimmers,60_35_R
Some barbers are not investors and No investors are jugglers,60_38_R
Some bakers are sculptors and Some sculptors are gamblers,60_39_R
No auditors are painters and Some painters are cleaners,60_40_R
Some writers are hikers and No hikers are drivers,60_41_R
Some surfers are not artists and No planners are surfers,60_42_R
Some miners are not poets and Some miners are skaters,60_44_R
Some tailors are not singers and All pilots are singers,60_45_R
Some counselors are joggers and Some counselors are riders,60_46_R
Some brewers are porters and No brewers are judges,60_47_R
All typists are boxers and No boxers are dancers,60_48_R
Some actuaries are boxers and Some opticians are actuaries,60_49_R
Some clerks are not managers and No models are managers,60_50_R
No architects are trainers and Some designers are not architects,60_52_R
No soldiers are editors and All florists are soldiers,60_53_R
Some butchers are tutors and No packers are butchers,60_54_R
No runners are chefs and No runners are scientists,60_55_R
Some cyclists are not buyers and Some students are not buyers,60_56_R
No workers are painters and Some actors are workers,60_58_R
Some analysts are not novelists and Some travelers are analysts,60_59_R
No fencers are engineers and No engineers are campers,60_60_R
Some skaters are climbers and Some climbers are not therapists,60_62_R
All lawyers are athletes and All lawyers are hunters,60_63_R
All cashiers are waiters and All waiters are poets,61_1_R
All lifeguards are plumbers and Some dentists are lifeguards,61_2_R
Some judges are brewers and All judges are porters,61_3_R
Some buyers are cyclists and No students are buyers,61_4_R
Some designers are architects and Some trainers are not architects,61_7_R
Some brokers are not agents and All agents are secretaries,61_8_R
Some opticians are not actuaries and Some opticians are not boxers,61_9_R
Some fencers are campers and Some campers are engineers,61_10_R
Some cooks are mayors and Some cooks are swimmers,61_11_R
No hunters are athletes and All lawyers are hunters,61_12_R
Some bankers are teachers and All golfers are bankers,61_14_R
No managers are clerks and All clerks are models,61_15_R
Some drivers are not hikers and Some writers are drivers,61_16_R
Some butchers are not packers and Some packers are tutors,61_19_R
Some editors are soldiers and No soldiers are florists,61_20_R
Some climbers are not doctors and No tellers are doctors,61_21_R
All painters are auditors and All cleaners are auditors,61_22_R
Some nurses are not actors and No drillers are nurses,61_23_R
No analysts are novelists and Some novelists are not travelers,61_24_R
Some painters are actors and Some painters are not workers,61_27_R
All sculptors are bakers and Some sculptors are not gamblers,61_28_R
No chefs are runners and Some scientists are runners,61_29_R
Some chemists are sailors and No chemists are potters,61_30_R
Some surfers are artists and Some planners are not surfers,61_31_R
No gamblers are sculptors and Some bakers are not sculptors,61_33_R
All fencers are engineers and All fencers are campers,61_34_R
All singers are pilots and Some pilots are not tailors,61_36_R
No lawyers are athletes and No athletes are hunters,61_39_R
Some florists are editors and All soldiers are editors,61_40_R
No actors are workers and No painters are workers,61_41_R
No analysts are travelers and All analysts are novelists,61_43_R
No tellers are doctors and Some tellers are not climbers,61_44_R
Some buyers are not cyclists and Some buyers are students,61_46_R
Some managers are clerks and Some clerks are not models,61_47_R
All boxers are actuaries and Some boxers are opticians,61_48_R
Some packers are not butchers and No butchers are tutors,61_49_R
No agents are secretaries and Some secretaries are brokers,61_51_R
Some barbers are not investors and All barbers are jugglers,61_52_R
Some auditors are not painters and No auditors are cleaners,61_53_R
No divers are linguists and No divers are carpenters,61_54_R
Some judges are not porters and Some porters are not brewers,61_55_R
All golfers are bankers and Some teachers are not golfers,61_56_R
Some poets are not miners and Some skaters are not miners,61_57_R
All scientists are chefs and No runners are chefs,61_58_R
Some scholars are farmers and Some assistants are farmers,61_61_R
All sailors are chemists and No potters are sailors,61_62_R
All dancers are typists and Some boxers are dancers,62_0_R
Some planners are surfers and All planners are artists,62_1_R
No fencers are campers and All engineers are campers,62_2_R
Some novelists are analysts and All travelers are novelists,62_5_R
All carpenters are divers and All linguists are divers,62_6_R
Some packers are not butchers and Some tutors are not packers,62_8_R
Some auditors are not painters and All cleaners are auditors,62_9_R
All pilots are tailors and Some pilots are not singers,62_10_R
Some farmers are not assistants and All farmers are scholars,62_11_R
No joggers are riders and Some counselors are joggers,62_13_R
Some actuaries are opticians and Some boxers are not opticians,62_15_R
No jugglers are investors and Some jugglers are not barbers,62_16_R
All teachers are bankers and No golfers are teachers,62_19_R
Some scientists are runners and No chefs are scientists,62_21_R
Some cashiers are poets and Some poets are waiters,62_22_R
All cyclists are buyers and Some buyers are not students,62_24_R
Some skaters are miners and Some poets are not skaters,62_25_R
Some chemists are not potters and Some sailors are not potters,62_26_R
Some skaters are therapists and Some climbers are skaters,62_27_R
No tellers are doctors and All doctors are climbers,62_29_R
No athletes are hunters and No athletes are lawyers,62_30_R
All architects are designers and All trainers are architects,62_31_R
Some porters are not judges and All judges are brewers,62_32_R
No secretaries are agents and Some brokers are agents,62_33_R
No painters are actors and Some painters are workers,62_34_R
Some barbers are not jugglers and Some investors are jugglers,62_35_R
No scholars are assistants and Some farmers are not scholars,62_36_R
No butchers are tutors and All packers are butchers,62_37_R
All managers are clerks and Some managers are models,62_38_R
All athletes are hunters and No athletes are lawyers,62_39_R
Some swimmers are cooks and No mayors are cooks,62_40_R
Some teachers are golfers and No teachers are bankers,62_42_R
No climbers are therapists and Some therapists are not skaters,62_43_R
Some planners are not artists and All surfers are artists,62_45_R
Some sailors are not chemists and No potters are sailors,62_46_R
No writers are hikers and Some hikers are drivers,62_48_R
All carpenters are linguists and No linguists are divers,62_50_R
Some architects are not trainers and Some trainers are designers,62_51_R
Some students are not cyclists and No buyers are cyclists,62_53_R
Some tailors are pilots and Some tailors are not singers,62_55_R
All cleaners are auditors and Some auditors are painters,62_56_R
No soldiers are florists and No editors are florists,62_60_R
All opticians are boxers and Some actuaries are not boxers,62_61_R
No joggers are riders and No riders are counselors,62_62_R
Some bakers are sculptors and No sculptors are gamblers,62_63_R
Some architects are designers and All architects are trainers,63_0_R
All boxers are dancers and Some typists are boxers,63_1_R
No singers are tailors and All pilots are tailors,63_2_R
No athletes are hunters and All hunters are lawyers,63_4_R
Some lifeguards are not dentists and Some plumbers are lifeguards,63_6_R
Some drivers are not hikers and Some writers are hikers,63_8_R
All painters are workers and Some actors are not workers,63_9_R
No joggers are riders and Some riders are counselors,63_10_R
Some agents are not secretaries and Some brokers are not agents,63_11_R
No artists are planners and No surfers are artists,63_12_R
All butchers are tutors and No packers are butchers,63_13_R
Some editors are florists and Some editors are soldiers,63_14_R
All teachers are golfers and All teachers are bankers,63_15_R
Some runners are chefs and All scientists are chefs,63_16_R
Some cleaners are auditors and Some painters are auditors,63_19_R
No assistants are scholars and Some assistants are farmers,63_20_R
Some poets are waiters and Some cashiers are not waiters,63_21_R
Some climbers are not therapists and No skaters are climbers,63_22_R
Some climbers are doctors and All tellers are climbers,63_23_R
All miners are poets and No skaters are poets,63_24_R
No linguists are divers and Some carpenters are divers,63_25_R
Some managers are not clerks and Some clerks are models,63_26_R
No sailors are chemists and All potters are sailors,63_27_R
All analysts are travelers and All novelists are travelers,63_28_R
Some drillers are actors and Some drillers are not nurses,63_30_R
No scholars are assistants and No assistants are farmers,63_32_R
Some managers are models and Some clerks are managers,63_34_R
Some architects are not trainers and No architects are designers,63_35_R
Some tutors are not packers and No packers are butchers,63_37_R
Some gamblers are sculptors and No bakers are sculptors,63_38_R
No lawyers are hunters and No lawyers are athletes,63_39_R
All scientists are chefs and No scientists are runners,63_40_R
Some tellers are not doctors and All tellers are climbers,63_42_R
Some writers are hikers and All hikers are drivers,63_43_R
All bankers are teachers and All golfers are bankers,63_44_R
No sailors are chemists and Some chemists are not potters,63_45_R
All fencers are campers and Some engineers are campers,63_46_R
Some nurses are drillers and Some actors are not nurses,63_47_R
Some cashiers are waiters and Some waiters are not poets,63_48_R
No pilots are singers and Some tailors are not singers,63_49_R
No florists are soldiers and No editors are soldiers,63_50_R
Some plumbers are dentists and No lifeguards are plumbers,63_55_R
Some analysts are not travelers and All novelists are analysts,63_56_R
All brewers are porters and Some judges are not brewers,63_57_R
Some buyers are cyclists and No cyclists are students,63_59_R
Some painters are not cleaners and Some painters are auditors,63_61_R
No swimmers are cooks and Some mayors are swimmers,63_62_R
No surfers are artists and Some surfers are not planners,63_63_R
All travelers are novelists and Some analysts are travelers,64_1_R
Some scientists are runners and All chefs are runners,64_4_R
All soldiers are florists and Some editors are not soldiers,64_5_R
All writers are drivers and Some hikers are not drivers,64_6_R
All waiters are cashiers and All poets are waiters,64_7_R
No lifeguards are dentists and Some dentists are plumbers,64_8_R
No architects are trainers and All architects are designers,64_9_R
No agents are brokers and Some agents are not secretaries,64_10_R
All brewers are judges and All brewers are porters,64_12_R
Some potters are chemists and Some sailors are not chemists,64_13_R
Some painters are actors and No workers are painters,64_14_R
Some artists are not surfers and Some planners are artists,64_15_R
No climbers are doctors and Some climbers are tellers,64_16_R
No drillers are nurses and No nurses are actors,64_17_R
Some assistants are farmers and All scholars are assistants,64_19_R
Some lawyers are athletes and All athletes are hunters,64_20_R
Some mayors are not swimmers and Some cooks are not mayors,64_22_R
Some fencers are not engineers and Some campers are engineers,64_23_R
All bakers are gamblers and No sculptors are bakers,64_24_R
Some models are clerks and Some managers are clerks,64_25_R
Some opticians are not boxers and No opticians are actuaries,64_26_R
Some linguists are not divers and No carpenters are divers,64_27_R
Some teachers are not golfers and No golfers are bankers,64_28_R
All jugglers are barbers and All investors are barbers,64_31_R
Some novelists are travelers and Some novelists are not analysts,64_32_R
No linguists are carpenters and No divers are linguists,64_33_R
Some chemists are potters and Some potters are not sailors,64_34_R
Some doctors are climbers and Some doctors are tellers,64_35_R
Some hunters are athletes and Some athletes are lawyers,64_37_R
No writers are drivers and Some hikers are writers,64_38_R
Some judges are not brewers and Some porters are not brewers,64_39_R
No opticians are actuaries and All actuaries are boxers,64_40_R
Some bankers are not teachers and Some teachers are golfers,64_41_R
Some students are not cyclists and All students are buyers,64_43_R
Some secretaries are not brokers and All agents are secretaries,64_45_R
No workers are actors and No workers are painters,64_46_R
No editors are florists and All soldiers are editors,64_48_R
Some barbers are investors and Some jugglers are not barbers,64_49_R
All auditors are cleaners and Some painters are cleaners,64_50_R
No butchers are tutors and Some tutors are not packers,64_51_R
No poets are skaters and Some miners are not skaters,64_53_R
All drillers are actors and Some drillers are nurses,64_54_R
Some farmers are scholars and No scholars are assistants,64_55_R
All cooks are swimmers and Some swimmers are not mayors,64_61_R
All chefs are scientists and No scientists are runners,64_62_R
All lifeguards are plumbers and All plumbers are dentists,65_1_R
No runners are chefs and All scientists are chefs,65_3_R
Some cleaners are painters and Some cleaners are auditors,65_4_R
Some travelers are analysts and Some novelists are analysts,65_5_R
Some sculptors are not gamblers and All sculptors are bakers,65_8_R
No skaters are poets and No miners are poets,65_9_R
No managers are models and All managers are clerks,65_10_R
All fencers are campers and Some fencers are not engineers,65_11_R
Some agents are not brokers and Some brokers are not secretaries,65_13_R
Some boxers are not opticians and No boxers are actuaries,65_14_R
Some riders are joggers and Some joggers are counselors,65_15_R
No divers are linguists and Some carpenters are not divers,65_16_R
Some potters are chemists and No chemists are sailors,65_17_R
Some boxers are typists and No dancers are boxers,65_18_R
Some mayors are not swimmers and No cooks are swimmers,65_19_R
All skaters are climbers and Some therapists are not skaters,65_20_R
Some bankers are teachers and All teachers are golfers,65_23_R
No nurses are drillers and Some actors are nurses,65_24_R
All investors are jugglers and All investors are barbers,65_25_R
All cyclists are students and No buyers are cyclists,65_26_R
No judges are porters and All porters are brewers,65_27_R
Some tutors are butchers and Some packers are tutors,65_28_R
No scholars are assistants and Some assistants are not farmers,65_29_R
Some planners are not surfers and Some surfers are artists,65_31_R
No lawyers are hunters and Some lawyers are athletes,65_32_R
All investors are barbers and Some jugglers are barbers,65_35_R
No miners are skaters and Some skaters are poets,65_36_R
Some travelers are not novelists and Some travelers are not analysts,65_37_R
Some bakers are not sculptors and All gamblers are bakers,65_38_R
No engineers are campers and All fencers are engineers,65_39_R
Some scientists are runners and No chefs are runners,65_40_R
All climbers are doctors and Some tellers are not doctors,65_41_R
No painters are workers and Some actors are not workers,65_42_R
All counselors are joggers and Some counselors are riders,65_43_R
Some swimmers are not mayors and Some cooks are mayors,65_44_R
No judges are porters and Some judges are not brewers,65_45_R
Some carpenters are linguists and Some divers are not carpenters,65_46_R
Some cashiers are waiters and Some cashiers are not poets,65_48_R
All teachers are golfers and All bankers are golfers,65_49_R
Some therapists are not skaters and All skaters are climbers,65_50_R
Some butchers are packers and No butchers are tutors,65_53_R
Some sailors are chemists and Some potters are not chemists,65_54_R
Some artists are planners and Some planners are not surfers,65_56_R
Some writers are hikers and All drivers are hikers,65_57_R
Some typists are not boxers and Some typists are dancers,65_58_R
No lifeguards are plumbers and No plumbers are dentists,65_60_R
All auditors are cleaners and No cleaners are painters,65_61_R
No florists are soldiers and No florists are editors,65_62_R
Some actors are not nurses and Some drillers are actors,65_63_R
No boxers are opticians and All actuaries are opticians,66_0_R
Some agents are brokers and All agents are secretaries,66_2_R
All sailors are potters and Some chemists are sailors,66_3_R
Some artists are not planners and All surfers are planners,66_5_R
Some teachers are bankers and Some golfers are not bankers,66_7_R
All architects are trainers and No designers are architects,66_8_R
Some bakers are not sculptors and No gamblers are sculptors,66_9_R
All buyers are students and Some cyclists are not buyers,66_10_R
Some hikers are not writers and No drivers are hikers,66_11_R
All athletes are lawyers and No athletes are hunters,66_13_R
Some brewers are not porters and All porters are judges,66_15_R
Some painters are workers and Some workers are not actors,66_16_R
All riders are counselors and Some riders are joggers,66_17_R
No poets are miners and All miners are skaters,66_18_R
No painters are cleaners and Some auditors are not cleaners,66_19_R
All farmers are scholars and Some scholars are not assistants,66_21_R
All plumbers are dentists and Some lifeguards are not dentists,66_23_R
No packers are butchers and No tutors are butchers,66_24_R
All editors are florists and All soldiers are editors,66_25_R
Some therapists are not skaters and Some climbers are therapists,66_29_R
Some waiters are cashiers and Some waiters are not poets,66_31_R
Some lifeguards are plumbers and No lifeguards are dentists,66_32_R
All athletes are hunters and Some lawyers are hunters,66_33_R
No therapists are skaters and No skaters are climbers,66_34_R
Some boxers are not dancers and No boxers are typists,66_35_R
No artists are planners and No artists are surfers,66_37_R
Some students are buyers and No buyers are cyclists,66_38_R
No assistants are scholars and Some farmers are scholars,66_39_R
No drivers are writers and Some writers are hikers,66_41_R
Some workers are not actors and Some workers are painters,66_43_R
All skaters are miners and No poets are miners,66_44_R
Some auditors are not cleaners and No cleaners are painters,66_45_R
All potters are sailors and No sailors are chemists,66_46_R
No opticians are actuaries and Some boxers are not opticians,66_47_R
No actors are nurses and No drillers are actors,66_48_R
Some climbers are tellers and Some doctors are climbers,66_50_R
Some tutors are packers and No butchers are tutors,66_51_R
No analysts are travelers and Some travelers are not novelists,66_54_R
Some clerks are models and No managers are models,66_55_R
Some golfers are not bankers and Some teachers are not bankers,66_56_R
Some jugglers are investors and All investors are barbers,66_57_R
Some chefs are not runners and Some runners are scientists,66_59_R
All linguists are carpenters and Some linguists are not divers,66_60_R
Some soldiers are not editors and All florists are soldiers,66_62_R
Some engineers are fencers and All campers are fencers,66_63_R
All drivers are writers and Some hikers are drivers,67_0_R
All runners are scientists and All scientists are chefs,67_1_R
No brewers are judges and All porters are judges,67_2_R
Some singers are pilots and All singers are tailors,67_3_R
Some opticians are not boxers and All actuaries are boxers,67_4_R
No climbers are tellers and Some doctors are not tellers,67_5_R
All bakers are sculptors and All gamblers are bakers,67_6_R
Some lifeguards are not dentists and No dentists are plumbers,67_7_R
Some artists are not planners and All artists are surfers,67_11_R
Some waiters are poets and Some waiters are cashiers,67_12_R
Some miners are not poets and Some skaters are miners,67_14_R
All carpenters are divers and No linguists are divers,67_15_R
Some typists are dancers and All boxers are dancers,67_19_R
No hunters are athletes and No athletes are lawyers,67_20_R
Some cleaners are auditors and All painters are cleaners,67_21_R
Some designers are not trainers and Some designers are architects,67_22_R
No mayors are cooks and Some swimmers are cooks,67_23_R
No nurses are actors and Some drillers are not nurses,67_24_R
Some travelers are analysts and Some novelists are travelers,67_25_R
Some investors are barbers and Some barbers are not jugglers,67_28_R
Some actors are painters and No workers are painters,67_30_R
Some packers are tutors and Some packers are not butchers,67_31_R
All surfers are artists and All planners are artists,67_32_R
Some golfers are bankers and No bankers are teachers,67_33_R
Some skaters are not poets and Some skaters are not miners,67_34_R
No sailors are potters and Some potters are chemists,67_36_R
Some lawyers are hunters and Some athletes are not hunters,67_37_R
Some buyers are cyclists and No buyers are students,67_38_R
No climbers are therapists and Some skaters are climbers,67_40_R
No brokers are secretaries and Some brokers are not agents,67_41_R
Some florists are not soldiers and All soldiers are editors,67_43_R
No pilots are tailors and No singers are pilots,67_45_R
Some scholars are not assistants and Some farmers are not scholars,67_46_R
All painters are auditors and Some auditors are not cleaners,67_48_R
Some jugglers are not investors and No barbers are investors,67_49_R
All counselors are riders and Some joggers are riders,67_50_R
Some butchers are packers and Some packers are tutors,67_51_R
Some nurses are not actors and Some drillers are actors,67_53_R
All waiters are poets and No waiters are cashiers,67_54_R
Some swimmers are mayors and Some cooks are not swimmers,67_55_R
Some runners are not chefs and Some chefs are scientists,67_56_R
No campers are engineers and All engineers are fencers,67_57_R
No doctors are tellers and All climbers are doctors,67_58_R
All boxers are dancers and All boxers are typists,67_59_R
Some analysts are not novelists and All travelers are analysts,67_60_R
No actuaries are opticians and Some actuaries are boxers,67_62_R
All plumbers are lifeguards and Some lifeguards are dentists,67_63_R
Some dentists are plumbers and All dentists are lifeguards,68_1_R
All lawyers are hunters and Some athletes are lawyers,68_2_R
All brokers are agents and All agents are secretaries,68_3_R
Some actors are not painters and Some workers are not painters,68_4_R
No managers are clerks and No models are clerks,68_6_R
No joggers are riders and Some riders are not counselors,68_8_R
Some pilots are not tailors and Some pilots are not singers,68_9_R
Some chemists are sailors and No sailors are potters,68_10_R
Some tellers are not doctors and Some doctors are climbers,68_11_R
Some boxers are not opticians and No actuaries are opticians,68_12_R
All florists are editors and Some soldiers are not editors,68_14_R
No farmers are assistants and Some scholars are not farmers,68_15_R
All butchers are packers and All tutors are packers,68_16_R
Some drillers are actors and Some nurses are not actors,68_18_R
Some drivers are not hikers and No hikers are writers,68_19_R
Some buyers are not cyclists and No buyers are students,68_20_R
Some surfers are planners and Some artists are not surfers,68_21_R
All divers are carpenters and No linguists are divers,68_22_R
All climbers are therapists and Some skaters are not climbers,68_26_R
Some poets are not waiters and Some cashiers are not poets,68_27_R
All designers are architects and Some architects are trainers,68_29_R
Some analysts are not novelists and Some travelers are novelists,68_30_R
No bakers are gamblers and No bakers are sculptors,68_31_R
Some bankers are not golfers and All bankers are teachers,68_34_R
All florists are soldiers and No soldiers are editors,68_35_R
Some models are managers and Some managers are clerks,68_36_R
No auditors are cleaners and No painters are auditors,68_37_R
No sailors are chemists and All chemists are potters,68_39_R
All tellers are climbers and Some tellers are not doctors,68_40_R
All actors are drillers and Some drillers are not nurses,68_41_R
Some fencers are not engineers and Some campers are fencers,68_42_R
All skaters are miners and All poets are skaters,68_45_R
Some agents are brokers and All secretaries are agents,68_46_R
No workers are actors and No actors are painters,68_47_R
No runners are chefs and Some scientists are runners,68_49_R
Some farmers are not assistants and Some assistants are not scholars,68_50_R
Some skaters are therapists and Some therapists are not climbers,68_51_R
No planners are surfers and All planners are artists,68_52_R
Some trainers are not designers and All architects are trainers,68_53_R
Some swimmers are mayors and All cooks are mayors,68_56_R
Some dancers are not boxers and All boxers are typists,68_57_R
Some travelers are analysts and All analysts are novelists,68_59_R
All boxers are opticians and All boxers are actuaries,68_61_R
All lawyers are hunters and No lawyers are athletes,68_62_R
Some clerks are managers and All clerks are models,69_0_R
All runners are chefs and All chefs are scientists,69_2_R
Some students are not buyers and Some cyclists are not buyers,69_4_R
Some pilots are singers and Some pilots are not tailors,69_7_R
Some actors are nurses and No drillers are actors,69_9_R
All cashiers are poets and Some poets are not waiters,69_10_R
Some plumbers are lifeguards and Some lifeguards are dentists,69_11_R
Some bankers are golfers and Some teachers are not golfers,69_12_R
Some surfers are planners and All artists are surfers,69_14_R
All designers are trainers and All architects are trainers,69_17_R
All actors are workers and Some actors are not painters,69_20_R
No skaters are therapists and All climbers are skaters,69_21_R
No carpenters are divers and Some linguists are not divers,69_22_R
Some brewers are judges and Some brewers are porters,69_24_R
Some climbers are tellers and Some doctors are tellers,69_27_R
Some scholars are assistants and All farmers are assistants,69_30_R
No brokers are agents and Some secretaries are not brokers,69_31_R
All hunters are athletes and Some lawyers are not hunters,69_32_R
Some architects are designers and Some trainers are architects,69_33_R
Some models are not clerks and Some models are not managers,69_34_R
No divers are linguists and No carpenters are divers,69_35_R
All novelists are travelers and All novelists are analysts,69_37_R
All jugglers are investors and Some jugglers are barbers,69_39_R
Some actors are not nurses and Some nurses are not drillers,69_40_R
Some painters are actors and Some actors are not workers,69_41_R
No skaters are poets and All skaters are miners,69_42_R
No writers are hikers and All hikers are drivers,69_43_R
Some editors are soldiers and No florists are soldiers,69_44_R
All mayors are cooks and All swimmers are mayors,69_46_R
No counselors are riders and No counselors are joggers,69_47_R
Some scientists are runners and Some chefs are not scientists,69_48_R
All pilots are tailors and No singers are tailors,69_50_R
No therapists are skaters and Some therapists are not climbers,69_52_R
No campers are fencers and Some engineers are campers,69_54_R
No buyers are cyclists and Some cyclists are students,69_55_R
Some dentists are not lifeguards and Some lifeguards are plumbers,69_56_R
Some judges are not brewers and No brewers are porters,69_57_R
Some sailors are potters and No potters are chemists,69_59_R
Some dancers are not boxers and No typists are boxers,69_63_R
Some opticians are actuaries and All opticians are boxers,70_0_R
No models are managers and All clerks are managers,70_2_R
All workers are painters and Some actors are workers,70_3_R
No travelers are analysts and Some analysts are novelists,70_4_R
Some soldiers are not florists and Some editors are not florists,70_5_R
Some hunters are lawyers and All athletes are lawyers,70_6_R
No mayors are swimmers and No cooks are mayors,70_7_R
No fencers are engineers and No campers are engineers,70_8_R
All buyers are students and No buyers are cyclists,70_9_R
Some linguists are carpenters and Some linguists are not divers,70_10_R
Some drivers are hikers and All hikers are writers,70_11_R
Some scientists are not runners and No chefs are runners,70_15_R
Some planners are not surfers and Some surfers are not artists,70_16_R
Some singers are pilots and Some tailors are pilots,70_17_R
No golfers are teachers and Some teachers are not bankers,70_18_R
No plumbers are dentists and Some lifeguards are not dentists,70_19_R
Some auditors are cleaners and Some painters are not auditors,70_20_R
No actors are drillers and Some actors are nurses,70_21_R
Some miners are not skaters and All miners are poets,70_22_R
Some designers are architects and No designers are trainers,70_24_R
Some bakers are not sculptors and Some gamblers are sculptors,70_25_R
No packers are tutors and Some butchers are packers,70_26_R
No brokers are secretaries and All secretaries are agents,70_27_R
All cashiers are poets and Some cashiers are not waiters,70_30_R
Some tellers are climbers and No doctors are tellers,70_31_R
Some students are not cyclists and No cyclists are buyers,70_32_R
No drivers are hikers and Some writers are hikers,70_34_R
No planners are surfers and Some planners are not artists,70_35_R
All hunters are lawyers and Some athletes are lawyers,70_36_R
Some painters are cleaners and No cleaners are auditors,70_38_R
Some packers are tutors and All butchers are packers,70_39_R
All boxers are actuaries and Some actuaries are not opticians,70_40_R
All typists are dancers and No boxers are dancers,70_41_R
Some skaters are not miners and No skaters are poets,70_42_R
No drillers are actors and No drillers are nurses,70_43_R
Some riders are counselors and Some joggers are riders,70_45_R
Some skaters are climbers and Some skaters are therapists,70_48_R
Some brewers are not porters and Some porters are judges,70_52_R
Some golfers are not teachers and No bankers are golfers,70_53_R
No models are managers and All clerks are models,70_55_R
Some carpenters are not divers and Some linguists are not carpenters,70_56_R
All cashiers are waiters and Some cashiers are poets,70_57_R
Some tailors are not pilots and All singers are pilots,70_58_R
All tellers are doctors and No doctors are climbers,70_62_R
All secretaries are agents and Some agents are brokers,70_63_R
No dancers are boxers and All typists are boxers,71_1_R
All writers are drivers and All drivers are hikers,71_2_R
All campers are engineers and Some fencers are campers,71_3_R
Some brokers are not agents and All secretaries are brokers,71_4_R
Some bakers are not sculptors and Some gamblers are not bakers,71_5_R
Some analysts are not travelers and Some novelists are analysts,71_7_R
No actuaries are boxers and Some actuaries are not opticians,71_8_R
Some nurses are drillers and Some actors are not drillers,71_9_R
No counselors are riders and All counselors are joggers,71_10_R
No skaters are miners and No miners are poets,71_11_R
All soldiers are florists and Some soldiers are not editors,71_12_R
No planners are artists and All artists are surfers,71_16_R
Some cashiers are not waiters and All poets are waiters,71_17_R
No packers are tutors and All butchers are packers,71_18_R
Some runners are not scientists and Some scientists are chefs,71_19_R
Some mayors are swimmers and Some swimmers are cooks,71_21_R
All brewers are porters and All brewers are judges,71_22_R
No auditors are cleaners and No painters are cleaners,71_24_R
Some sailors are potters and Some chemists are potters,71_26_R
Some actors are not workers and No painters are workers,71_27_R
No students are cyclists and Some buyers are not students,71_30_R
No climbers are doctors and Some tellers are climbers,71_31_R
Some gamblers are bakers and Some bakers are not sculptors,71_32_R
No editors are florists and Some soldiers are not florists,71_33_R
All lifeguards are plumbers and All dentists are lifeguards,71_34_R
All fencers are campers and Some campers are not engineers,71_35_R
No dancers are typists and Some typists are not boxers,71_36_R
Some drillers are not actors and Some nurses are not actors,71_38_R
Some workers are actors and Some painters are not workers,71_39_R
All bankers are golfers and No bankers are teachers,71_40_R
All students are buyers and Some cyclists are buyers,71_42_R
Some waiters are cashiers and No waiters are poets,71_43_R
All managers are clerks and No models are managers,71_45_R
Some agents are not brokers and All brokers are secretaries,71_46_R
All climbers are skaters and No skaters are therapists,71_47_R
No jugglers are investors and Some investors are barbers,71_51_R
Some boxers are not opticians and Some actuaries are opticians,71_52_R
All tutors are butchers and Some tutors are packers,71_53_R
No sailors are chemists and No sailors are potters,71_55_R
All athletes are lawyers and Some hunters are not athletes,71_57_R
No tailors are singers and Some pilots are singers,71_58_R
Some joggers are not riders and No riders are counselors,71_61_R
All carpenters are divers and Some linguists are not divers,71_62_R
Some analysts are novelists and No novelists are travelers,71_63_R
All sculptors are gamblers and All gamblers are bakers,72_0_R
No hunters are lawyers and All athletes are lawyers,72_1_R
All drillers are nurses and Some actors are drillers,72_2_R
Some tellers are not doctors and Some climbers are tellers,72_4_R
Some designers are not architects and Some trainers are architects,72_8_R
Some packers are tutors and All butchers are tutors,72_9_R
All barbers are jugglers and Some barbers are investors,72_10_R
No brewers are judges and Some judges are not porters,72_11_R
No cooks are swimmers and Some swimmers are mayors,72_12_R
Some chemists are potters and Some chemists are sailors,72_17_R
Some singers are not pilots and All pilots are tailors,72_18_R
No soldiers are editors and Some florists are not soldiers,72_19_R
All typists are boxers and Some dancers are not typists,72_20_R
All cleaners are auditors and No painters are cleaners,72_22_R
No dentists are lifeguards and All plumbers are dentists,72_23_R
Some cyclists are buyers and All buyers are students,72_24_R
Some agents are secretaries and Some brokers are not agents,72_25_R
All joggers are riders and No joggers are counselors,72_26_R
Some golfers are teachers and No bankers are golfers,72_27_R
Some drivers are not hikers and Some drivers are not writers,72_28_R
Some boxers are opticians and No opticians are actuaries,72_29_R
Some painters are not workers and No painters are actors,72_30_R
No engineers are campers and Some engineers are fencers,72_31_R
No cyclists are students and Some cyclists are not buyers,72_32_R
All analysts are novelists and Some novelists are not travelers,72_33_R
All auditors are painters and All cleaners are auditors,72_34_R
All nurses are actors and Some drillers are not actors,72_35_R
Some tailors are pilots and Some singers are tailors,72_36_R
Some designers are not trainers and Some architects are not designers,72_37_R
No lawyers are athletes and All athletes are hunters,72_38_R
Some bankers are teachers and Some teachers are not golfers,72_39_R
No chemists are sailors and Some potters are not sailors,72_40_R
No brewers are porters and All brewers are judges,72_41_R
All poets are cashiers and Some cashiers are waiters,72_42_R
Some managers are clerks and Some models are not clerks,72_43_R
Some butchers are not packers and All butchers are tutors,72_44_R
Some riders are not joggers and All counselors are riders,72_45_R
Some boxers are actuaries and All opticians are boxers,72_46_R
Some scholars are assistants and Some farmers are assistants,72_48_R
No investors are barbers and Some jugglers are investors,72_49_R
Some painters are workers and No actors are workers,72_50_R
