id_seq,sentenced,choice_str,choice_pred,choice_union_pred
41_17_R,Some surfers are planners and All planners are artists,"['All surfers are artists', 'All artists are surfers', 'Some surfers are artists', 'Some artists are surfers', 'Some surfers are not artists', 'Some artists are not surfers', 'No surfers are artists', 'No artists are surfers', 'NVC']","[0.9999971389770508, 0.9999969005584717, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999969005584717, 0.9999969005584717, -1]","[0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999970197677612, 0.9999972581863403, -1]"
41_18_R,No cyclists are students and Some buyers are not cyclists,"['All students are buyers', 'All buyers are students', 'Some students are buyers', 'Some buyers are students', 'Some students are not buyers', 'Some buyers are not students', 'No students are buyers', 'No buyers are students', 'NVC']","[0.9999969005584717, 0.9999967813491821, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999967813491821, 0.9999967813491821, -1]","[0.9999967813491821, 0.9999970197677612, 0.9999966621398926, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.999996542930603, 0.9999969005584717, -1]"
41_19_R,Some investors are barbers and Some jugglers are investors,"['All barbers are jugglers', 'All jugglers are barbers', 'Some barbers are jugglers', 'Some jugglers are barbers', 'Some barbers are not jugglers', 'Some jugglers are not barbers', 'No barbers are jugglers', 'No jugglers are barbers', 'NVC']","[0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, -1]","[0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]"
41_21_R,Some lifeguards are not dentists and Some plumbers are not lifeguards,"['All dentists are plumbers', 'All plumbers are dentists', 'Some dentists are plumbers', 'Some plumbers are dentists', 'Some dentists are not plumbers', 'Some plumbers are not dentists', 'No dentists are plumbers', 'No plumbers are dentists', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]"
41_22_R,No actors are workers and Some actors are not painters,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']","[0.9999966621398926, 0.9999966621398926, 0.9999969005584717, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, -1]","[0.9999966621398926, 0.9999967813491821, 0.9999967813491821, 0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999967813491821, 0.9999967813491821, -1]"
41_23_R,No clerks are models and Some managers are clerks,"['All models are managers', 'All managers are models', 'Some models are managers', 'Some managers are models', 'Some models are not managers', 'Some managers are not models', 'No models are managers', 'No managers are models', 'NVC']","[0.9999966621398926, 0.9999966621398926, 0.9999967813491821, 0.9999969005584717, 0.9999967813491821, 0.9999970197677612, 0.9999964237213135, 0.9999967813491821, -1]","[0.9999967813491821, 0.9999966621398926, 0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999970197677612, 0.999996542930603, 0.9999966621398926, -1]"
41_24_R,No counselors are joggers and All joggers are riders,"['All counselors are riders', 'All riders are counselors', 'Some counselors are riders', 'Some riders are counselors', 'Some counselors are not riders', 'Some riders are not counselors', 'No counselors are riders', 'No riders are counselors', 'NVC']","[0.9999970197677612, 0.9999966621398926, 0.9999969005584717, 0.9999966621398926, 0.9999970197677612, 0.9999967813491821, 0.9999967813491821, 0.999996542930603, -1]","[0.9999970197677612, 0.9999967813491821, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999966621398926, -1]"
41_25_R,Some secretaries are brokers and Some secretaries are agents,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.9999966621398926, 0.9999967813491821, -1]","[0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999966621398926, 0.9999969005584717, -1]"
41_26_R,Some tailors are singers and No singers are pilots,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]","[0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, -1]"
41_27_R,Some tellers are not climbers and No climbers are doctors,"['All tellers are doctors', 'All doctors are tellers', 'Some tellers are doctors', 'Some doctors are tellers', 'Some tellers are not doctors', 'Some doctors are not tellers', 'No tellers are doctors', 'No doctors are tellers', 'NVC']","[0.9999969005584717, 0.9999971389770508, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999970197677612, 0.9999972581863403, -1]","[0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999972581863403, 0.9999974966049194, 0.9999971389770508, 0.9999973773956299, -1]"
41_29_R,Some skaters are climbers and All therapists are climbers,"['All skaters are therapists', 'All therapists are skaters', 'Some skaters are therapists', 'Some therapists are skaters', 'Some skaters are not therapists', 'Some therapists are not skaters', 'No skaters are therapists', 'No therapists are skaters', 'NVC']","[0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999967813491821, 0.9999969005584717, -1]","[0.9999967813491821, 0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999970197677612, 0.9999970197677612, -1]"
41_31_R,Some cleaners are painters and Some auditors are not painters,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]","[0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]"
41_32_R,Some jugglers are barbers and No investors are jugglers,"['All barbers are investors', 'All investors are barbers', 'Some barbers are investors', 'Some investors are barbers', 'Some barbers are not investors', 'Some investors are not barbers', 'No barbers are investors', 'No investors are barbers', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
41_33_R,No nurses are actors and No drillers are nurses,"['All actors are drillers', 'All drillers are actors', 'Some actors are drillers', 'Some drillers are actors', 'Some actors are not drillers', 'Some drillers are not actors', 'No actors are drillers', 'No drillers are actors', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, -1]","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]"
41_34_R,Some workers are painters and Some painters are not actors,"['All workers are actors', 'All actors are workers', 'Some workers are actors', 'Some actors are workers', 'Some workers are not actors', 'Some actors are not workers', 'No workers are actors', 'No actors are workers', 'NVC']","[0.999996542930603, 0.9999963045120239, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999963045120239, 0.9999960660934448, -1]","[0.9999966621398926, 0.999996542930603, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999967813491821, -1]"
41_35_R,Some tailors are singers and Some tailors are not pilots,"['All singers are pilots', 'All pilots are singers', 'Some singers are pilots', 'Some pilots are singers', 'Some singers are not pilots', 'Some pilots are not singers', 'No singers are pilots', 'No pilots are singers', 'NVC']","[0.9999970197677612, 0.9999972581863403, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999967813491821, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.999997615814209, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, -1]"
41_37_R,No hunters are lawyers and Some lawyers are athletes,"['All hunters are athletes', 'All athletes are hunters', 'Some hunters are athletes', 'Some athletes are hunters', 'Some hunters are not athletes', 'Some athletes are not hunters', 'No hunters are athletes', 'No athletes are hunters', 'NVC']","[0.999996542930603, 0.9999963045120239, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, 0.9999967813491821, 0.999996542930603, -1]","[0.999996542930603, 0.9999963045120239, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999967813491821, 0.999996542930603, -1]"
41_38_R,Some dancers are not boxers and Some dancers are typists,"['All boxers are typists', 'All typists are boxers', 'Some boxers are typists', 'Some typists are boxers', 'Some boxers are not typists', 'Some typists are not boxers', 'No boxers are typists', 'No typists are boxers', 'NVC']","[0.9999972581863403, 0.9999972581863403, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
41_39_R,Some doctors are tellers and All climbers are doctors,"['All tellers are climbers', 'All climbers are tellers', 'Some tellers are climbers', 'Some climbers are tellers', 'Some tellers are not climbers', 'Some climbers are not tellers', 'No tellers are climbers', 'No climbers are tellers', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999972581863403, -1]","[0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999972581863403, 0.9999974966049194, -1]"
41_40_R,Some miners are not skaters and No poets are miners,"['All skaters are poets', 'All poets are skaters', 'Some skaters are poets', 'Some poets are skaters', 'Some skaters are not poets', 'Some poets are not skaters', 'No skaters are poets', 'No poets are skaters', 'NVC']","[0.9999967813491821, 0.9999969005584717, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999969005584717, 0.9999969005584717, -1]","[0.9999966621398926, 0.9999967813491821, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999966621398926, 0.9999967813491821, -1]"
41_41_R,No trainers are designers and Some designers are not architects,"['All trainers are architects', 'All architects are trainers', 'Some trainers are architects', 'Some architects are trainers', 'Some trainers are not architects', 'Some architects are not trainers', 'No trainers are architects', 'No architects are trainers', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]","[0.9999973773956299, 0.9999971389770508, 0.9999974966049194, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, -1]"
41_43_R,Some riders are not joggers and Some joggers are counselors,"['All riders are counselors', 'All counselors are riders', 'Some riders are counselors', 'Some counselors are riders', 'Some riders are not counselors', 'Some counselors are not riders', 'No riders are counselors', 'No counselors are riders', 'NVC']","[0.9999966621398926, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999963045120239, 0.9999966621398926, -1]","[0.9999967813491821, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999966621398926, 0.9999966621398926, -1]"
41_44_R,Some lifeguards are not dentists and Some plumbers are not dentists,"['All lifeguards are plumbers', 'All plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are not plumbers', 'Some plumbers are not lifeguards', 'No lifeguards are plumbers', 'No plumbers are lifeguards', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]","[0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]"
41_46_R,All runners are scientists and No scientists are chefs,"['All runners are chefs', 'All chefs are runners', 'Some runners are chefs', 'Some chefs are runners', 'Some runners are not chefs', 'Some chefs are not runners', 'No runners are chefs', 'No chefs are runners', 'NVC']","[0.9999966621398926, 0.9999967813491821, 0.9999967813491821, 0.9999967813491821, 0.9999966621398926, 0.9999966621398926, 0.999996542930603, 0.9999967813491821, -1]","[0.9999964237213135, 0.9999967813491821, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999964237213135, 0.9999967813491821, -1]"
41_48_R,All skaters are climbers and Some climbers are therapists,"['All skaters are therapists', 'All therapists are skaters', 'Some skaters are therapists', 'Some therapists are skaters', 'Some skaters are not therapists', 'Some therapists are not skaters', 'No skaters are therapists', 'No therapists are skaters', 'NVC']","[0.9999969005584717, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999967813491821, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999970197677612, 0.9999970197677612, -1]"
41_49_R,Some fencers are not engineers and All campers are fencers,"['All engineers are campers', 'All campers are engineers', 'Some engineers are campers', 'Some campers are engineers', 'Some engineers are not campers', 'Some campers are not engineers', 'No engineers are campers', 'No campers are engineers', 'NVC']","[0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999964237213135, 0.9999966621398926, -1]","[0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999967813491821, 0.9999970197677612, -1]"
41_50_R,Some opticians are not actuaries and No boxers are actuaries,"['All opticians are boxers', 'All boxers are opticians', 'Some opticians are boxers', 'Some boxers are opticians', 'Some opticians are not boxers', 'Some boxers are not opticians', 'No opticians are boxers', 'No boxers are opticians', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]","[0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
41_51_R,No linguists are divers and All carpenters are linguists,"['All divers are carpenters', 'All carpenters are divers', 'Some divers are carpenters', 'Some carpenters are divers', 'Some divers are not carpenters', 'Some carpenters are not divers', 'No divers are carpenters', 'No carpenters are divers', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999972581863403, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]"
41_52_R,Some cooks are not swimmers and All cooks are mayors,"['All swimmers are mayors', 'All mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are not mayors', 'Some mayors are not swimmers', 'No swimmers are mayors', 'No mayors are swimmers', 'NVC']","[0.999996542930603, 0.9999966621398926, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999972581863403, 0.9999961853027344, 0.9999963045120239, -1]","[0.9999966621398926, 0.9999967813491821, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999972581863403, 0.9999969005584717, 0.9999969005584717, -1]"
41_53_R,All travelers are analysts and Some novelists are not analysts,"['All travelers are novelists', 'All novelists are travelers', 'Some travelers are novelists', 'Some novelists are travelers', 'Some travelers are not novelists', 'Some novelists are not travelers', 'No travelers are novelists', 'No novelists are travelers', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999966621398926, -1]","[0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, -1]"
41_54_R,Some sculptors are not gamblers and No sculptors are bakers,"['All gamblers are bakers', 'All bakers are gamblers', 'Some gamblers are bakers', 'Some bakers are gamblers', 'Some gamblers are not bakers', 'Some bakers are not gamblers', 'No gamblers are bakers', 'No bakers are gamblers', 'NVC']","[0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, -1]","[0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, -1]"
41_55_R,Some poets are cashiers and Some cashiers are waiters,"['All poets are waiters', 'All waiters are poets', 'Some poets are waiters', 'Some waiters are poets', 'Some poets are not waiters', 'Some waiters are not poets', 'No poets are waiters', 'No waiters are poets', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999969005584717, -1]","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, -1]"
41_56_R,All brewers are judges and All porters are brewers,"['All judges are porters', 'All porters are judges', 'Some judges are porters', 'Some porters are judges', 'Some judges are not porters', 'Some porters are not judges', 'No judges are porters', 'No porters are judges', 'NVC']","[0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, -1]","[0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
41_59_R,Some cyclists are students and Some buyers are students,"['All cyclists are buyers', 'All buyers are cyclists', 'Some cyclists are buyers', 'Some buyers are cyclists', 'Some cyclists are not buyers', 'Some buyers are not cyclists', 'No cyclists are buyers', 'No buyers are cyclists', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999969005584717, 0.9999970197677612, -1]","[0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999971389770508, 0.9999974966049194, 0.9999971389770508, 0.9999972581863403, -1]"
41_60_R,No farmers are assistants and All farmers are scholars,"['All assistants are scholars', 'All scholars are assistants', 'Some assistants are scholars', 'Some scholars are assistants', 'Some assistants are not scholars', 'Some scholars are not assistants', 'No assistants are scholars', 'No scholars are assistants', 'NVC']","[0.9999970197677612, 0.9999971389770508, 0.999996542930603, 0.9999967813491821, 0.9999963045120239, 0.999996542930603, 0.9999967813491821, 0.9999971389770508, -1]","[0.9999970197677612, 0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999969005584717, 0.9999971389770508, -1]"
41_61_R,Some soldiers are florists and No editors are florists,"['All soldiers are editors', 'All editors are soldiers', 'Some soldiers are editors', 'Some editors are soldiers', 'Some soldiers are not editors', 'Some editors are not soldiers', 'No soldiers are editors', 'No editors are soldiers', 'NVC']","[0.9999966621398926, 0.9999960660934448, 0.9999970197677612, 0.9999967813491821, 0.9999970197677612, 0.999996542930603, 0.9999966621398926, 0.9999963045120239, -1]","[0.9999970197677612, 0.9999967813491821, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999967813491821, 0.9999967813491821, -1]"
41_62_R,Some brokers are not agents and Some agents are not secretaries,"['All brokers are secretaries', 'All secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are not secretaries', 'Some secretaries are not brokers', 'No brokers are secretaries', 'No secretaries are brokers', 'NVC']","[0.9999971389770508, 0.9999970197677612, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, -1]"
41_63_R,All auditors are painters and No auditors are cleaners,"['All painters are cleaners', 'All cleaners are painters', 'Some painters are cleaners', 'Some cleaners are painters', 'Some painters are not cleaners', 'Some cleaners are not painters', 'No painters are cleaners', 'No cleaners are painters', 'NVC']","[0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]"
42_0_R,All florists are editors and All editors are soldiers,"['All florists are soldiers', 'All soldiers are florists', 'Some florists are soldiers', 'Some soldiers are florists', 'Some florists are not soldiers', 'Some soldiers are not florists', 'No florists are soldiers', 'No soldiers are florists', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, -1]","[0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, -1]"
42_1_R,No campers are fencers and All engineers are fencers,"['All campers are engineers', 'All engineers are campers', 'Some campers are engineers', 'Some engineers are campers', 'Some campers are not engineers', 'Some engineers are not campers', 'No campers are engineers', 'No engineers are campers', 'NVC']","[0.9999967813491821, 0.9999967813491821, 0.9999966621398926, 0.9999967813491821, 0.999996542930603, 0.9999966621398926, 0.9999966621398926, 0.9999966621398926, -1]","[0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, -1]"
42_2_R,All secretaries are brokers and Some agents are secretaries,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, 0.999996542930603, 0.9999967813491821, -1]","[0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999966621398926, 0.9999969005584717, -1]"
42_4_R,No barbers are investors and No jugglers are investors,"['All barbers are jugglers', 'All jugglers are barbers', 'Some barbers are jugglers', 'Some jugglers are barbers', 'Some barbers are not jugglers', 'Some jugglers are not barbers', 'No barbers are jugglers', 'No jugglers are barbers', 'NVC']","[0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, -1]"
42_5_R,Some mayors are not cooks and Some mayors are swimmers,"['All cooks are swimmers', 'All swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are not swimmers', 'Some swimmers are not cooks', 'No cooks are swimmers', 'No swimmers are cooks', 'NVC']","[0.9999966621398926, 0.999996542930603, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.999996542930603, 0.999996542930603, -1]","[0.9999970197677612, 0.9999969005584717, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]"
42_6_R,No riders are joggers and All riders are counselors,"['All joggers are counselors', 'All counselors are joggers', 'Some joggers are counselors', 'Some counselors are joggers', 'Some joggers are not counselors', 'Some counselors are not joggers', 'No joggers are counselors', 'No counselors are joggers', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
42_7_R,Some waiters are poets and No poets are cashiers,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, -1]"
42_8_R,All actors are drillers and All actors are nurses,"['All drillers are nurses', 'All nurses are drillers', 'Some drillers are nurses', 'Some nurses are drillers', 'Some drillers are not nurses', 'Some nurses are not drillers', 'No drillers are nurses', 'No nurses are drillers', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, 0.9999967813491821, 0.9999967813491821, 0.999996542930603, 0.9999966621398926, -1]","[0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, 0.9999971389770508, -1]"
42_9_R,Some pilots are not singers and Some singers are tailors,"['All pilots are tailors', 'All tailors are pilots', 'Some pilots are tailors', 'Some tailors are pilots', 'Some pilots are not tailors', 'Some tailors are not pilots', 'No pilots are tailors', 'No tailors are pilots', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999972581863403, 0.9999972581863403, -1]","[0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999973773956299, -1]"
