id_seq,sentenced,choice_str,choice_union_pred
63_43,Some writers are hikers and All hikers are drivers,"['All writers are drivers', 'All drivers are writers', 'Some writers are drivers', 'Some drivers are writers', 'Some writers are not drivers', 'Some drivers are not writers', 'No writers are drivers', 'No drivers are writers', 'NVC']","[45.33023536205292, 0.21128752268850803, 16.56530648469925, 1.0415570810437202, 28.478562831878662, 40.87834358215332, 1.750323362648487, 23.90720844268799, -1]"
63_44,All bankers are teachers and All golfers are bankers,"['All teachers are golfers', 'All golfers are teachers', 'Some teachers are golfers', 'Some golfers are teachers', 'Some teachers are not golfers', 'Some golfers are not teachers', 'No teachers are golfers', 'No golfers are teachers', 'NVC']","[1.0852261446416378, 0.37454382982105017, 19.87796127796173, 1.1406702920794487, 5.895322188735008, 3.2797131687402725, 1.325712911784649, 0.4116232506930828, -1]"
63_45,No sailors are chemists and Some chemists are not potters,"['All sailors are potters', 'All potters are sailors', 'Some sailors are potters', 'Some potters are sailors', 'Some sailors are not potters', 'Some potters are not sailors', 'No sailors are potters', 'No potters are sailors', 'NVC']","[0.23292500991374254, 0.1021726056933403, 3.8575544953346252, 4.318812116980553, 55.39100170135498, 67.01799035072327, 45.21555006504059, 51.336562633514404, -1]"
63_46,All fencers are campers and Some engineers are campers,"['All fencers are engineers', 'All engineers are fencers', 'Some fencers are engineers', 'Some engineers are fencers', 'Some fencers are not engineers', 'Some engineers are not fencers', 'No fencers are engineers', 'No engineers are fencers', 'NVC']","[0.230405293405056, 0.12657894985750318, 20.585088431835175, 1.1798106133937836, 16.813555359840393, 45.08323669433594, 0.23710888344794512, 0.11622676393017173, -1]"
63_47,Some nurses are drillers and Some actors are not nurses,"['All drillers are actors', 'All actors are drillers', 'Some drillers are actors', 'Some actors are drillers', 'Some drillers are not actors', 'Some actors are not drillers', 'No drillers are actors', 'No actors are drillers', 'NVC']","[0.019425686332397163, 0.029603386064991355, 10.127311944961548, 12.504985928535461, 6.9106049835681915, 87.52768039703369, 0.23425237741321325, 0.12293367180973291, -1]"
63_48,Some cashiers are waiters and Some waiters are not poets,"['All cashiers are poets', 'All poets are cashiers', 'Some cashiers are poets', 'Some poets are cashiers', 'Some cashiers are not poets', 'Some poets are not cashiers', 'No cashiers are poets', 'No poets are cashiers', 'NVC']","[0.010877319436986, 0.022374509717337787, 0.06415958050638437, 0.3141517285257578, 3.6654863506555557, 15.461242198944092, 0.6356678437441587, 0.7910460233688354, -1]"
63_49,No pilots are singers and Some tailors are not singers,"['All pilots are tailors', 'All tailors are pilots', 'Some pilots are tailors', 'Some tailors are pilots', 'Some pilots are not tailors', 'Some tailors are not pilots', 'No pilots are tailors', 'No tailors are pilots', 'NVC']","[1.1353816837072372, 0.14915080973878503, 62.06422448158264, 24.200214445590973, 66.96367859840393, 78.82967591285706, 10.228211432695389, 11.231940984725952, -1]"
63_50,No florists are soldiers and No editors are soldiers,"['All florists are editors', 'All editors are florists', 'Some florists are editors', 'Some editors are florists', 'Some florists are not editors', 'Some editors are not florists', 'No florists are editors', 'No editors are florists', 'NVC']","[7.17562735080719, 0.6839477922767401, 6.47820457816124, 4.4336337596178055, 30.39657771587372, 29.10633683204651, 30.099287629127502, 59.49673652648926, -1]"
63_51,Some boxers are actuaries and No boxers are opticians,"['All actuaries are opticians', 'All opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are not opticians', 'Some opticians are not actuaries', 'No actuaries are opticians', 'No opticians are actuaries', 'NVC']","[0.0757180096115917, 0.1000119955278933, 3.0727731063961983, 1.1011670343577862, 86.55737042427063, 91.58908724784851, 99.85705614089966, 97.38699197769165, -1]"
63_52,Some investors are not jugglers and Some jugglers are not barbers,"['All investors are barbers', 'All barbers are investors', 'Some investors are barbers', 'Some barbers are investors', 'Some investors are not barbers', 'Some barbers are not investors', 'No investors are barbers', 'No barbers are investors', 'NVC']","[0.024316631606779993, 0.05608673673123121, 0.7118906825780869, 3.1892213970422745, 65.90960621833801, 54.071229696273804, 0.7647238206118345, 1.1148028075695038, -1]"
63_53,Some miners are not poets and All poets are skaters,"['All miners are skaters', 'All skaters are miners', 'Some miners are skaters', 'Some skaters are miners', 'Some miners are not skaters', 'Some skaters are not miners', 'No miners are skaters', 'No skaters are miners', 'NVC']","[0.6618408020585775, 0.1914797117933631, 55.935126543045044, 27.973929047584534, 80.69389462471008, 14.855575561523438, 1.7458198592066765, 3.897223621606827, -1]"
63_54,Some secretaries are not agents and Some brokers are not agents,"['All secretaries are brokers', 'All brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are not brokers', 'Some brokers are not secretaries', 'No secretaries are brokers', 'No brokers are secretaries', 'NVC']","[0.03635999746620655, 0.03130808181595057, 4.219759628176689, 72.33353853225708, 49.62937831878662, 74.7075080871582, 0.28933286666870117, 0.21493060048669577, -1]"
63_55,Some plumbers are dentists and No lifeguards are plumbers,"['All dentists are lifeguards', 'All lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are not lifeguards', 'Some lifeguards are not dentists', 'No dentists are lifeguards', 'No lifeguards are dentists', 'NVC']","[0.09686974226497114, 0.19933355506509542, 0.6362434010952711, 1.8729200586676598, 79.54046130180359, 92.60386228561401, 94.39550042152405, 90.66741466522217, -1]"
63_56,Some analysts are not travelers and All novelists are analysts,"['All travelers are novelists', 'All novelists are travelers', 'Some travelers are novelists', 'Some novelists are travelers', 'Some travelers are not novelists', 'Some novelists are not travelers', 'No travelers are novelists', 'No novelists are travelers', 'NVC']","[0.44912383891642094, 0.32725019846111536, 0.7732124533504248, 0.8745354600250721, 23.634062707424164, 4.552558064460754, 9.824223816394806, 6.951688230037689, -1]"
63_57,All brewers are porters and Some judges are not brewers,"['All porters are judges', 'All judges are porters', 'Some porters are judges', 'Some judges are porters', 'Some porters are not judges', 'Some judges are not porters', 'No porters are judges', 'No judges are porters', 'NVC']","[0.5908088758587837, 0.27547364588826895, 13.235349953174591, 2.5649989023804665, 40.71715176105499, 97.55679965019226, 0.6990406662225723, 0.42926543392241, -1]"
63_58,All riders are joggers and Some joggers are counselors,"['All riders are counselors', 'All counselors are riders', 'Some riders are counselors', 'Some counselors are riders', 'Some riders are not counselors', 'Some counselors are not riders', 'No riders are counselors', 'No counselors are riders', 'NVC']","[0.15505643095821142, 0.17825051909312606, 99.34710264205933, 12.474299222230911, 13.868364691734314, 56.00777268409729, 0.6758359260857105, 0.5063405726104975, -1]"
63_59,Some buyers are cyclists and No cyclists are students,"['All buyers are students', 'All students are buyers', 'Some buyers are students', 'Some students are buyers', 'Some buyers are not students', 'Some students are not buyers', 'No buyers are students', 'No students are buyers', 'NVC']","[0.07458867621608078, 0.09964415803551674, 0.24731301236897707, 1.8869293853640556, 98.09228777885437, 97.61427044868469, 99.11620616912842, 99.06824827194214, -1]"
63_60,Some typists are not dancers and Some typists are not boxers,"['All dancers are boxers', 'All boxers are dancers', 'Some dancers are boxers', 'Some boxers are dancers', 'Some dancers are not boxers', 'Some boxers are not dancers', 'No dancers are boxers', 'No boxers are dancers', 'NVC']","[0.14499491080641747, 0.2948335837572813, 41.493603587150574, 94.55811977386475, 9.617996960878372, 56.335413455963135, 0.9876282885670662, 0.8448334410786629, -1]"
63_61,Some painters are not cleaners and Some painters are auditors,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']","[0.007895773887867108, 0.009625309758121148, 1.0756329633295536, 0.27942382730543613, 13.349296152591705, 23.703472316265106, 0.1611892250366509, 0.1953263534232974, -1]"
63_62,No swimmers are cooks and Some mayors are swimmers,"['All cooks are mayors', 'All mayors are cooks', 'Some cooks are mayors', 'Some mayors are cooks', 'Some cooks are not mayors', 'Some mayors are not cooks', 'No cooks are mayors', 'No mayors are cooks', 'NVC']","[0.0585574540309608, 0.08480350952595472, 4.5827943831682205, 1.296494249254465, 71.05198502540588, 51.26185417175293, 4.083139076828957, 11.02573350071907, -1]"
63_63,No surfers are artists and Some surfers are not planners,"['All artists are planners', 'All planners are artists', 'Some artists are planners', 'Some planners are artists', 'Some artists are not planners', 'Some planners are not artists', 'No artists are planners', 'No planners are artists', 'NVC']","[0.15006548492237926, 0.05417634383775294, 23.767347633838654, 7.0909857749938965, 19.799670577049255, 58.596062660217285, 86.8640661239624, 49.921995401382446, -1]"
64_0,All singers are tailors and All tailors are pilots,"['All singers are pilots', 'All pilots are singers', 'Some singers are pilots', 'Some pilots are singers', 'Some singers are not pilots', 'Some pilots are not singers', 'No singers are pilots', 'No pilots are singers', 'NVC']","[12.815853953361511, 1.3796648010611534, 2.7225181460380554, 0.9711736813187599, 1.0897633619606495, 2.1466638892889023, 0.07030213600955904, 0.22666866425424814, -1]"
64_1,All travelers are novelists and Some analysts are travelers,"['All novelists are analysts', 'All analysts are novelists', 'Some novelists are analysts', 'Some analysts are novelists', 'Some novelists are not analysts', 'Some analysts are not novelists', 'No novelists are analysts', 'No analysts are novelists', 'NVC']","[0.3835370298475027, 2.1006889641284943, 52.513688802719116, 18.54814440011978, 13.008950650691986, 86.60745024681091, 0.1760417828336358, 0.5113631952553988, -1]"
64_2,No typists are boxers and All dancers are boxers,"['All typists are dancers', 'All dancers are typists', 'Some typists are dancers', 'Some dancers are typists', 'Some typists are not dancers', 'Some dancers are not typists', 'No typists are dancers', 'No dancers are typists', 'NVC']","[0.1619711285457015, 0.10100107174366713, 3.77158522605896, 0.5208361893892288, 31.269657611846924, 4.464086145162582, 53.737908601760864, 10.722443461418152, -1]"
64_3,Some therapists are skaters and All therapists are climbers,"['All skaters are climbers', 'All climbers are skaters', 'Some skaters are climbers', 'Some climbers are skaters', 'Some skaters are not climbers', 'Some climbers are not skaters', 'No skaters are climbers', 'No climbers are skaters', 'NVC']","[3.0841849744319916, 0.12646273244172335, 39.59926664829254, 8.772234618663788, 0.8524862118065357, 1.500813476741314, 0.07146431016735733, 0.18368976889178157, -1]"
64_4,Some scientists are runners and All chefs are runners,"['All scientists are chefs', 'All chefs are scientists', 'Some scientists are chefs', 'Some chefs are scientists', 'Some scientists are not chefs', 'Some chefs are not scientists', 'No scientists are chefs', 'No chefs are scientists', 'NVC']","[2.5529447942972183, 0.1827711472287774, 3.096798248589039, 2.437766268849373, 31.339174509048462, 3.2977204769849777, 0.3820797661319375, 0.22651990875601768, -1]"
64_5,All soldiers are florists and Some editors are not soldiers,"['All florists are editors', 'All editors are florists', 'Some florists are editors', 'Some editors are florists', 'Some florists are not editors', 'Some editors are not florists', 'No florists are editors', 'No editors are florists', 'NVC']","[0.2598619554191828, 0.04212932544760406, 41.85120463371277, 59.88331437110901, 29.79329824447632, 97.93097972869873, 0.6171778775751591, 0.6492310203611851, -1]"
64_6,All writers are drivers and Some hikers are not drivers,"['All writers are hikers', 'All hikers are writers', 'Some writers are hikers', 'Some hikers are writers', 'Some writers are not hikers', 'Some hikers are not writers', 'No writers are hikers', 'No hikers are writers', 'NVC']","[0.08542857831344008, 0.04513422318268567, 51.24495029449463, 29.531338810920715, 26.398947834968567, 19.42761242389679, 2.49481201171875, 1.4107834547758102, -1]"
64_7,All waiters are cashiers and All poets are waiters,"['All cashiers are poets', 'All poets are cashiers', 'Some cashiers are poets', 'Some poets are cashiers', 'Some cashiers are not poets', 'Some poets are not cashiers', 'No cashiers are poets', 'No poets are cashiers', 'NVC']","[7.691114395856857, 0.4457088652998209, 17.247407138347626, 0.2792344428598881, 1.9721556454896927, 1.648353599011898, 0.35940567031502724, 0.16290280036628246, -1]"
64_8,No lifeguards are dentists and Some dentists are plumbers,"['All lifeguards are plumbers', 'All plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are not plumbers', 'Some plumbers are not lifeguards', 'No lifeguards are plumbers', 'No plumbers are lifeguards', 'NVC']","[0.4358486272394657, 0.04567097348626703, 21.283739805221558, 3.6161426454782486, 92.97172427177429, 95.82249522209167, 11.266274750232697, 7.823324203491211, -1]"
64_9,No architects are trainers and All architects are designers,"['All trainers are designers', 'All designers are trainers', 'Some trainers are designers', 'Some designers are trainers', 'Some trainers are not designers', 'Some designers are not trainers', 'No trainers are designers', 'No designers are trainers', 'NVC']","[1.3443411327898502, 0.4828117322176695, 1.7858128994703293, 1.6010565683245659, 24.281537532806396, 26.852798461914062, 23.87004792690277, 98.12379479408264, -1]"
64_10,No agents are brokers and Some agents are not secretaries,"['All brokers are secretaries', 'All secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are not secretaries', 'Some secretaries are not brokers', 'No brokers are secretaries', 'No secretaries are brokers', 'NVC']","[0.27156490832567215, 0.05521140992641449, 8.664339035749435, 1.3948448933660984, 86.4111602306366, 84.93207693099976, 93.28071475028992, 75.26379823684692, -1]"
64_11,Some buyers are students and No buyers are cyclists,"['All students are cyclists', 'All cyclists are students', 'Some students are cyclists', 'Some cyclists are students', 'Some students are not cyclists', 'Some cyclists are not students', 'No students are cyclists', 'No cyclists are students', 'NVC']","[0.10520091746002436, 0.468005845323205, 1.3327773660421371, 1.808309555053711, 96.00379467010498, 98.66361021995544, 99.9206006526947, 99.35879707336426, -1]"
64_12,All brewers are judges and All brewers are porters,"['All judges are porters', 'All porters are judges', 'Some judges are porters', 'Some porters are judges', 'Some judges are not porters', 'Some porters are not judges', 'No judges are porters', 'No porters are judges', 'NVC']","[85.41850447654724, 67.14373826980591, 6.407693773508072, 2.9100198298692703, 3.3870287239551544, 0.8049158379435539, 0.09399178670719266, 0.06768155726604164, -1]"
64_13,Some potters are chemists and Some sailors are not chemists,"['All potters are sailors', 'All sailors are potters', 'Some potters are sailors', 'Some sailors are potters', 'Some potters are not sailors', 'Some sailors are not potters', 'No potters are sailors', 'No sailors are potters', 'NVC']","[0.023715791758149862, 0.02477545931469649, 1.1462424881756306, 5.920726805925369, 2.2630054503679276, 38.5319322347641, 0.12494546826928854, 0.19331715302541852, -1]"
64_14,Some painters are actors and No workers are painters,"['All actors are workers', 'All workers are actors', 'Some actors are workers', 'Some workers are actors', 'Some actors are not workers', 'Some workers are not actors', 'No actors are workers', 'No workers are actors', 'NVC']","[0.7631614804267883, 0.2083165105432272, 1.3700131326913834, 19.248828291893005, 68.83487105369568, 93.34818720817566, 88.48894834518433, 92.4616277217865, -1]"
64_15,Some artists are not surfers and Some planners are artists,"['All surfers are planners', 'All planners are surfers', 'Some surfers are planners', 'Some planners are surfers', 'Some surfers are not planners', 'Some planners are not surfers', 'No surfers are planners', 'No planners are surfers', 'NVC']","[0.01754733093548566, 0.013695130473934114, 0.7196138147264719, 0.10576185304671526, 63.794922828674316, 56.21975660324097, 0.37516248412430286, 0.5605470854789019, -1]"
64_16,No climbers are doctors and Some climbers are tellers,"['All doctors are tellers', 'All tellers are doctors', 'Some doctors are tellers', 'Some tellers are doctors', 'Some doctors are not tellers', 'Some tellers are not doctors', 'No doctors are tellers', 'No tellers are doctors', 'NVC']","[0.019849777163472027, 0.02973026712425053, 0.6738957483321428, 0.4380248486995697, 63.16583752632141, 92.06681251525879, 8.773253858089447, 3.635234758257866, -1]"
64_17,No drillers are nurses and No nurses are actors,"['All drillers are actors', 'All actors are drillers', 'Some drillers are actors', 'Some actors are drillers', 'Some drillers are not actors', 'Some actors are not drillers', 'No drillers are actors', 'No actors are drillers', 'NVC']","[0.045156816486269236, 0.3074194537475705, 2.05832626670599, 3.736799582839012, 65.23789167404175, 50.14470815658569, 35.96331477165222, 89.36901092529297, -1]"
64_18,Some packers are not tutors and Some tutors are not butchers,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']","[0.03259829827584326, 0.12204819358885288, 33.1402450799942, 78.96249890327454, 97.2561240196228, 68.12130808830261, 1.8673740327358246, 1.75407063215971, -1]"
64_19,Some assistants are farmers and All scholars are assistants,"['All farmers are scholars', 'All scholars are farmers', 'Some farmers are scholars', 'Some scholars are farmers', 'Some farmers are not scholars', 'Some scholars are not farmers', 'No farmers are scholars', 'No scholars are farmers', 'NVC']","[1.5472928062081337, 0.257921707816422, 2.5805842131376266, 58.402228355407715, 30.650344491004944, 2.6904748752713203, 2.0189516246318817, 0.7303264923393726, -1]"
64_20,Some lawyers are athletes and All athletes are hunters,"['All lawyers are hunters', 'All hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are not hunters', 'Some hunters are not lawyers', 'No lawyers are hunters', 'No hunters are lawyers', 'NVC']","[7.6612867414951324, 0.17885207198560238, 12.034939974546432, 1.4926907606422901, 6.554815173149109, 7.391870766878128, 1.5084865503013134, 3.144996613264084, -1]"
64_21,No joggers are riders and Some counselors are not joggers,"['All riders are counselors', 'All counselors are riders', 'Some riders are counselors', 'Some counselors are riders', 'Some riders are not counselors', 'Some counselors are not riders', 'No riders are counselors', 'No counselors are riders', 'NVC']","[0.5318623967468739, 0.11437224457040429, 88.7376606464386, 95.63621282577515, 77.6422917842865, 99.53609108924866, 86.66788339614868, 70.17446756362915, -1]"
64_22,Some mayors are not swimmers and Some cooks are not mayors,"['All swimmers are cooks', 'All cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are not cooks', 'Some cooks are not swimmers', 'No swimmers are cooks', 'No cooks are swimmers', 'NVC']","[0.03792501811403781, 0.02730499836616218, 2.459232322871685, 1.0557141155004501, 7.40768164396286, 44.41526234149933, 1.5261201187968254, 0.9501514956355095, -1]"
64_23,Some fencers are not engineers and Some campers are engineers,"['All fencers are campers', 'All campers are fencers', 'Some fencers are campers', 'Some campers are fencers', 'Some fencers are not campers', 'Some campers are not fencers', 'No fencers are campers', 'No campers are fencers', 'NVC']","[0.05427462747320533, 0.0498891924507916, 14.02428150177002, 4.697186499834061, 89.90381956100464, 8.223184198141098, 0.8831379003822803, 0.3273839829489589, -1]"
64_24,All bakers are gamblers and No sculptors are bakers,"['All gamblers are sculptors', 'All sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are not sculptors', 'Some sculptors are not gamblers', 'No gamblers are sculptors', 'No sculptors are gamblers', 'NVC']","[0.05495981313288212, 0.11170257348567247, 1.720426231622696, 1.635942980647087, 11.256036162376404, 31.937500834465027, 92.09239482879639, 79.75329756736755, -1]"
64_25,Some models are clerks and Some managers are clerks,"['All models are managers', 'All managers are models', 'Some models are managers', 'Some managers are models', 'Some models are not managers', 'Some managers are not models', 'No models are managers', 'No managers are models', 'NVC']","[0.027729079010896385, 0.018610275583341718, 5.498548597097397, 6.79887980222702, 64.33342695236206, 80.7884156703949, 0.144583685323596, 0.34073435235768557, -1]"
64_26,Some opticians are not boxers and No opticians are actuaries,"['All boxers are actuaries', 'All actuaries are boxers', 'Some boxers are actuaries', 'Some actuaries are boxers', 'Some boxers are not actuaries', 'Some actuaries are not boxers', 'No boxers are actuaries', 'No actuaries are boxers', 'NVC']","[0.44308826327323914, 0.3625882789492607, 5.290691182017326, 21.473294496536255, 43.21615397930145, 1.7101949080824852, 99.86318945884705, 97.47403860092163, -1]"
64_27,Some linguists are not divers and No carpenters are divers,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']","[0.2083791419863701, 1.9135398790240288, 30.859044194221497, 18.20501834154129, 79.9524188041687, 35.600000619888306, 80.40890097618103, 29.25773859024048, -1]"
64_28,Some teachers are not golfers and No golfers are bankers,"['All teachers are bankers', 'All bankers are teachers', 'Some teachers are bankers', 'Some bankers are teachers', 'Some teachers are not bankers', 'Some bankers are not teachers', 'No teachers are bankers', 'No bankers are teachers', 'NVC']","[0.12938379077240825, 0.5855640396475792, 20.619146525859833, 31.25818967819214, 83.2798421382904, 52.7052104473114, 91.35770797729492, 73.09575080871582, -1]"
64_29,All cleaners are auditors and Some auditors are painters,"['All cleaners are painters', 'All painters are cleaners', 'Some cleaners are painters', 'Some painters are cleaners', 'Some cleaners are not painters', 'Some painters are not cleaners', 'No cleaners are painters', 'No painters are cleaners', 'NVC']","[0.05807074485346675, 0.12526141945272684, 95.338374376297, 4.334290698170662, 19.01177614927292, 47.7053165435791, 0.2633885247632861, 0.448842765763402, -1]"
64_30,No poets are skaters and Some miners are skaters,"['All poets are miners', 'All miners are poets', 'Some poets are miners', 'Some miners are poets', 'Some poets are not miners', 'Some miners are not poets', 'No poets are miners', 'No miners are poets', 'NVC']","[0.4800205584615469, 0.09932946413755417, 2.568862773478031, 0.13353689573705196, 66.30683541297913, 14.19537216424942, 4.31704968214035, 1.041729561984539, -1]"
64_31,All jugglers are barbers and All investors are barbers,"['All jugglers are investors', 'All investors are jugglers', 'Some jugglers are investors', 'Some investors are jugglers', 'Some jugglers are not investors', 'Some investors are not jugglers', 'No jugglers are investors', 'No investors are jugglers', 'NVC']","[18.086643517017365, 16.78977459669113, 1.3486774638295174, 0.8703760802745819, 1.8400080502033234, 1.6782531514763832, 0.15418269904330373, 0.29682202730327845, -1]"
64_32,Some novelists are travelers and Some novelists are not analysts,"['All travelers are analysts', 'All analysts are travelers', 'Some travelers are analysts', 'Some analysts are travelers', 'Some travelers are not analysts', 'Some analysts are not travelers', 'No travelers are analysts', 'No analysts are travelers', 'NVC']","[0.09562752675265074, 0.016302481526508927, 2.838836796581745, 2.0924225449562073, 98.56680631637573, 35.091790556907654, 0.3213777905330062, 0.5306377541273832, -1]"
64_33,No linguists are carpenters and No divers are linguists,"['All carpenters are divers', 'All divers are carpenters', 'Some carpenters are divers', 'Some divers are carpenters', 'Some carpenters are not divers', 'Some divers are not carpenters', 'No carpenters are divers', 'No divers are carpenters', 'NVC']","[4.5769065618515015, 5.807450041174889, 11.167223751544952, 10.193774104118347, 58.31391215324402, 40.56479632854462, 70.26599645614624, 51.080018281936646, -1]"
64_34,Some chemists are potters and Some potters are not sailors,"['All chemists are sailors', 'All sailors are chemists', 'Some chemists are sailors', 'Some sailors are chemists', 'Some chemists are not sailors', 'Some sailors are not chemists', 'No chemists are sailors', 'No sailors are chemists', 'NVC']","[0.014850760635454208, 0.014063397247809917, 0.26921210810542107, 1.211594045162201, 87.89282441139221, 74.42273497581482, 0.23950824979692698, 0.904476922005415, -1]"
64_35,Some doctors are climbers and Some doctors are tellers,"['All climbers are tellers', 'All tellers are climbers', 'Some climbers are tellers', 'Some tellers are climbers', 'Some climbers are not tellers', 'Some tellers are not climbers', 'No climbers are tellers', 'No tellers are climbers', 'NVC']","[0.00837714978842996, 0.009744008275447413, 11.752279847860336, 13.747107982635498, 0.8021177724003792, 0.8106229826807976, 0.016749439237173647, 0.04456572642084211, -1]"
64_36,All managers are models and No clerks are models,"['All managers are clerks', 'All clerks are managers', 'Some managers are clerks', 'Some clerks are managers', 'Some managers are not clerks', 'Some clerks are not managers', 'No managers are clerks', 'No clerks are managers', 'NVC']","[0.1774642150849104, 2.134218066930771, 28.470095992088318, 4.906492307782173, 7.901762425899506, 79.30099368095398, 98.44940304756165, 35.75217127799988, -1]"
64_37,Some hunters are athletes and Some athletes are lawyers,"['All hunters are lawyers', 'All lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are not lawyers', 'Some lawyers are not hunters', 'No hunters are lawyers', 'No lawyers are hunters', 'NVC']","[0.008345663809450343, 0.01021230491460301, 3.6239121109247208, 7.488158345222473, 12.19877004623413, 8.469079434871674, 0.23500467650592327, 0.1647295313887298, -1]"
64_38,No writers are drivers and Some hikers are writers,"['All drivers are hikers', 'All hikers are drivers', 'Some drivers are hikers', 'Some hikers are drivers', 'Some drivers are not hikers', 'Some hikers are not drivers', 'No drivers are hikers', 'No hikers are drivers', 'NVC']","[0.12713996693491936, 0.05263478960841894, 11.378640681505203, 0.4201818723231554, 69.31251287460327, 26.206645369529724, 4.500146210193634, 3.084878623485565, -1]"
64_39,Some judges are not brewers and Some porters are not brewers,"['All judges are porters', 'All porters are judges', 'Some judges are porters', 'Some porters are judges', 'Some judges are not porters', 'Some porters are not judges', 'No judges are porters', 'No porters are judges', 'NVC']","[0.05160474102012813, 0.06563931819982827, 2.6263518258929253, 0.5998140200972557, 47.869616746902466, 91.92559123039246, 0.1907290774397552, 0.37325271405279636, -1]"
64_40,No opticians are actuaries and All actuaries are boxers,"['All opticians are boxers', 'All boxers are opticians', 'Some opticians are boxers', 'Some boxers are opticians', 'Some opticians are not boxers', 'Some boxers are not opticians', 'No opticians are boxers', 'No boxers are opticians', 'NVC']","[18.752112984657288, 0.5718467757105827, 1.9550561904907227, 0.8311422541737556, 13.208019733428955, 21.20836228132248, 68.09439063072205, 93.62407922744751, -1]"
64_41,Some bankers are not teachers and Some teachers are golfers,"['All bankers are golfers', 'All golfers are bankers', 'Some bankers are golfers', 'Some golfers are bankers', 'Some bankers are not golfers', 'Some golfers are not bankers', 'No bankers are golfers', 'No golfers are bankers', 'NVC']","[0.009409456106368452, 0.014223424659576267, 4.50952984392643, 2.8954269364476204, 46.58956527709961, 21.20625227689743, 0.5012611858546734, 0.6073410157114267, -1]"
64_42,Some fencers are not engineers and All engineers are campers,"['All fencers are campers', 'All campers are fencers', 'Some fencers are campers', 'Some campers are fencers', 'Some fencers are not campers', 'Some campers are not fencers', 'No fencers are campers', 'No campers are fencers', 'NVC']","[0.14672908000648022, 0.5590205546468496, 83.43510627746582, 79.60739135742188, 98.87412190437317, 57.92465806007385, 5.110645666718483, 6.017003580927849, -1]"
64_43,Some students are not cyclists and All students are buyers,"['All cyclists are buyers', 'All buyers are cyclists', 'Some cyclists are buyers', 'Some buyers are cyclists', 'Some cyclists are not buyers', 'Some buyers are not cyclists', 'No cyclists are buyers', 'No buyers are cyclists', 'NVC']","[2.4707306176424026, 0.48444392159581184, 0.8485536091029644, 1.7693690955638885, 98.56296181678772, 99.0786612033844, 1.4113600365817547, 0.9754418395459652, -1]"
64_44,Some cashiers are not waiters and No poets are cashiers,"['All waiters are poets', 'All poets are waiters', 'Some waiters are poets', 'Some poets are waiters', 'Some waiters are not poets', 'Some poets are not waiters', 'No waiters are poets', 'No poets are waiters', 'NVC']","[0.07257367833517492, 0.2360770246013999, 0.9645778685808182, 1.4590254984796047, 55.1270067691803, 10.352571308612823, 93.52110028266907, 68.23127269744873, -1]"
64_45,Some secretaries are not brokers and All agents are secretaries,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']","[1.4168749563395977, 0.1277786446735263, 7.126171886920929, 0.9219121187925339, 27.007445693016052, 30.83869218826294, 7.03226625919342, 14.7816002368927, -1]"
64_46,No workers are actors and No workers are painters,"['All actors are painters', 'All painters are actors', 'Some actors are painters', 'Some painters are actors', 'Some actors are not painters', 'Some painters are not actors', 'No actors are painters', 'No painters are actors', 'NVC']","[0.024257907352875918, 0.05609170766547322, 0.5278398748487234, 0.8337497711181641, 11.325567215681076, 11.439669132232666, 99.2459237575531, 98.36766123771667, -1]"
64_47,No gamblers are bakers and No sculptors are bakers,"['All gamblers are sculptors', 'All sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are not sculptors', 'Some sculptors are not gamblers', 'No gamblers are sculptors', 'No sculptors are gamblers', 'NVC']","[0.2695909468457103, 0.12634769082069397, 2.1998317912220955, 1.5933075919747353, 12.836626172065735, 39.05425667762756, 50.77667236328125, 97.21637964248657, -1]"
